,ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE,hr_adj,date_time,day_of_week,holidays
11236,SWA1002,1,B733,13000,BDL,Green,NO,Windsor Locks,Connecticut,4,13-05-10 4:54,Friday,FALSE
11237,AMF137,1,BE99,10000,BNG,Green,NO,Banning,California,6,13-05-10 6:30,Friday,FALSE
11238,JBU1728,1,E190,36000,TJSJ,Green,NO,San Juan,Puerto Rico,7,13-05-10 7:50,Friday,FALSE
11239,JBU985,1,A320,5000,TPA,Green,NO,Tampa ,Florida,0,13-05-11 0:42,Saturday,FALSE
11240,PDT4408,1,DH8B,4000,AVP,Green,NO,Wilkes-Barre/Scranton,Pennsylvania,3,13-05-11 3:31,Saturday,FALSE
11241,SWA60,1,B733,2000,DFW,Green,NO,Dallas-Fort Worth,Texas,3,13-05-11 3:35,Saturday,FALSE
11242,METROPD,1,H500,2300,LAS,Green,NO,Las Vegas,Nevada,3,13-05-11 3:53,Saturday,FALSE
11243,UAL517,1,B752,2000,MSY,Red/Green,NO,New Orleans,Louisiana,4,13-05-11 4:03,Saturday,FALSE
11244,N1408Q,1,C182,3000,BPK,Green,NO,Mountain Home,Arkansas,4,13-05-11 4:10,Saturday,FALSE
11245,N81357,1,AA5,7500,SLE,Green,NO,Salem,Oregon,5,13-05-11 5:09,Saturday,FALSE
11246,SKW2681,1,CRJ2,7000,WVI,Green,NO,Watsonville,California,5,13-05-11 5:39,Saturday,FALSE
11247,ASA475,1,B739,10000,PDX,Green,NO,Portland,Oregon,6,13-05-11 6:35,Saturday,FALSE
11248,JENA56,1,C172,5500,HNL,Green,NO,Honolulu,Hawaii,9,13-05-11 9:40,Saturday,FALSE
11249,N47982,1,P28A,3700,TUS,Green,NO,Tucson,Arizona,3,13-05-12 3:54,Sunday,FALSE
11250,UAL1145,1,B753,5000,LAX,Green,NO,Los Angeles,California,4,13-05-12 4:27,Sunday,FALSE
11251,EJA232,1,F2TH,3000,LAS,Green,NO,Las Vegas,Nevada,4,13-05-12 4:42,Sunday,FALSE
11252,SKW483W,1,CRJ2,7000,TUS,Green,NO,Tucson,Arizona,5,13-05-12 5:30,Sunday,FALSE
11253,ASH2834,1,CRJ7,3500,TUS,Green,NO,Tucson,Arizona,5,13-05-12 5:41,Sunday,FALSE
11254,CPZ5796,1,E170,1800,SDF,Green,NO,Louisville,Kentucky,2,13-05-13 2:02,Monday,FALSE
11255,AAL528,1,B738,4500,ORD,Green,NO,Chicago,Illinois,2,13-05-13 2:25,Monday,FALSE
11256,SKW4512,1,CRJ2,16000,OGD,Green,NO,Ogden,Utah,4,13-05-13 4:21,Monday,FALSE
11257,N118GW,1,BE30,3000,DAL,Green,NO,Dallas,Texas,4,13-05-13 4:25,Monday,FALSE
11258,N145FT,1,HELO,1000,MCO,Green,NO,Orlando,Florida,5,13-05-13 5:18,Monday,FALSE
11259,JBU87,1,A320,15700,SLC,Green,NO,Salt Lake City,Utah,5,13-05-13 5:19,Monday,FALSE
11260,SKW6344,1,CRJ7,1700,MCO,Green,NO,Orlando,Florida,5,13-05-13 5:19,Monday,FALSE
11261,DAL1792,1,UNKN,13000,SAN,Green,NO,San Diego,California,6,13-05-13 6:44,Monday,FALSE
11262,ACA759,1,A320,4000,SFO,Green,NO,San Francisco,California,6,13-05-13 6:44,Monday,FALSE
11263,HAL323,1,B712,5000,HNL,Green,NO,Honolulu,Hawaii,8,13-05-13 8:20,Monday,FALSE
11264,ASA859,1,B738,3000,HNL,Green,NO,Honolulu,Hawaii,8,13-05-13 8:26,Monday,FALSE
11265,N9622T,1,C210,7500,PVU,Green,NO,Provo,Utah,3,13-05-14 3:21,Tuesday,FALSE
11266,KATT630,1,TEX2,800,NPA,Green,NO,Pensacola ,Florida,3,13-05-14 3:29,Tuesday,FALSE
11267,DAL940,1,MD90,15400,LXT,Green,NO,Lee's Summit,Missouri,4,13-05-14 4:11,Tuesday,FALSE
11268,SWA446,1,B737,10000,MCO,Green,NO,Orlando,Florida,4,13-05-14 4:27,Tuesday,FALSE
11269,RPA3155,1,E170,400,DCA,Green,NO,Washington,District of Columbia,0,13-05-15 0:53,Wednesday,FALSE
11270,UPS1285,1,A306,6000,SDF,Green,NO,Louisville,Kentucky,3,13-05-15 3:45,Wednesday,FALSE
11271,SWA1730,1,B737,7000,MSP,Green,NO,Minneapolis,Minnesota,4,13-05-15 4:32,Wednesday,FALSE
11272,SWA162,1,B737,10000,MCI,Green,NO,Kansas City,Missouri,4,13-05-15 4:35,Wednesday,FALSE
11273,SWA2452,1,B737,4000,PHX,Green,NO,Phoenix,Arizona,5,13-05-15 5:50,Wednesday,FALSE
11274,N8672P,1,PA24,3000,EMT,Green,NO,El Monte,California,6,13-05-15 6:07,Wednesday,FALSE
11275,BWA839,1,B762,3000,MIA,Green,NO,Miami,Florida,0,13-05-16 0:35,Thursday,FALSE
11276,TRS354,1,B712,4000,LGA,Green,NO,New York,New York,1,13-05-16 1:54,Thursday,FALSE
11277,N865JM,1,H25B,3500,AVP,Green,NO,Wilkes-Barre/Scranton,Pennsylvania,1,13-05-16 1:57,Thursday,FALSE
11278,UAL1693,1,B739,5000,IND,Green,NO,Indianapolis,Indiana,3,13-05-16 3:00,Thursday,FALSE
11279,N50QN,1,C650,4000,IXD,Green,NO,Olathe,Kansas,3,13-05-16 3:01,Thursday,FALSE
11280,CPZ5841,1,E170,8000,MSP,Green,NO,Minneapolis,Minnesota,3,13-05-16 3:21,Thursday,FALSE
11281,FIREBIRD9,1,HELO,1800,PHX,Green,NO,Phoenix,Arizona,3,13-05-16 3:46,Thursday,FALSE
11282,N744XP,1,H25B,4000,IGQ,Green,NO,Chicago,Illinois,4,13-05-16 4:36,Thursday,FALSE
11283,UPS593,1,A306,10500,BKF,Green,NO,Aurora,Colorado,4,13-05-16 4:37,Thursday,FALSE
11284,N130NE,1,EC30,2000,AKR,Green/Blue,NO,Akron,Ohio,4,13-05-16 4:40,Thursday,FALSE
11285,EGF3773,1,CRJ7,15000,JVL,Purple,NO,Janesville,Wisconsin,4,13-05-16 4:40,Thursday,FALSE
11286,ABX903,1,B762,2500,CVG,Green,NO,Covington,Kentucky,8,13-05-16 8:30,Thursday,FALSE
11287,ABX403,1,B762,4000,CVG,Green,NO,Covington ,Kentucky,8,13-05-16 8:30,Thursday,FALSE
11288,ASH28,1,CRJ2,2000,HNL,Green,NO,Honolulu,Hawaii,8,13-05-16 8:46,Thursday,FALSE
11289,JIA444,1,CRJ2,9000,CLT,Green,NO,Charlotte,North Carolina,1,13-05-17 1:10,Friday,FALSE
11290,GJS3662,1,CRJ2,3000,AUS,Green,NO,Austin,Texas,2,13-05-17 2:21,Friday,FALSE
11291,SURVEY2,1,HELO,5500,DMA,Green,NO,Tucson,Arizona,4,13-05-17 4:51,Friday,FALSE
11292,N1888PA,1,P28A,3500,TUS,Green,NO,Tucson,Arizona,5,13-05-17 5:09,Friday,FALSE
11293,SWA3863,1,B737,5000,TUS,Green,NO,Tucson,Arizona,5,13-05-17 5:29,Friday,FALSE
11294,SWA1998,1,B737,4000,SFO,Green,NO,San Francisco,California,5,13-05-17 5:51,Friday,FALSE
11295,JBU676,1,A320,Fl350,DEN,Green,NO,Denver,Colorado,6,13-05-17 6:25,Friday,FALSE
11296,DAL2237,1,B753,1500,HNL,Green,NO,Honolulu,Hawaii,7,13-05-17 7:10,Friday,FALSE
11297,KAP220,1,C402,1500,TJSJ,Green,NO,San Juan,Puerto Rico,23,13-05-17 23:47,Friday,FALSE
11298,N99HF,1,C172,3000,ISP,Purple,NO,Islip,New York,2,13-05-18 2:46,Saturday,FALSE
11299,ASQ4903,1,CRJ9,6000,SAT,Green,NO,San Antonio,Texas,2,13-05-18 2:49,Saturday,FALSE
11300,LN30LP,1,C310,4500,AGC,Green,NO,Pittsburgh,Pennsylvania,2,13-05-18 2:56,Saturday,FALSE
11301,N91AV,1,R44,900,LAX,Yellow,NO,Los Angeles,California,3,13-05-18 3:23,Saturday,FALSE
11302,SKW396A,1,CRJ2,10000,COS,Green,NO,Colorado Springs,Colorado,4,13-05-18 4:30,Saturday,FALSE
11303,SWA3518,1,B737,500,MSY,Green,NO,New Orleans,Louisiana,6,13-05-18 6:14,Saturday,FALSE
11304,ASQ5697,1,CRJ2,2500,ROC,Green,NO,Rochester,New York,3,13-05-19 3:29,Sunday,FALSE
11305,R207,1,HELO,3000,MFE,Green,NO,McAllen,Texas,3,13-05-19 3:45,Sunday,FALSE
11306,UAL592,1,B752,4000,SAN,Green,NO,San Diego,California,5,13-05-19 5:00,Sunday,FALSE
11307,AAL1431,1,B738,FL380,OGD,Green,NO,Ogden,Utah,5,13-05-19 5:41,Sunday,FALSE
11308,N3151E,1,C152,3500,MQO,Green,NO,San Luis Obispo,California,5,13-05-19 5:48,Sunday,FALSE
11309,NGF1GG,1,BE35,6000,ORD,Green,NO,Chicago,Illinois,2,13-05-20 2:20,Monday,FALSE
11310,AWE958,1,A320,4000,ORD,Green,NO,Chicago,Illinois,2,13-05-20 2:22,Monday,FALSE
11311,DAL1705,1,A319,3000,LGA,Green,NO,New York,New York,3,13-05-20 3:05,Monday,FALSE
11312,UAl841,1,A320,7000,SFO,Green,NO,San Francisco,California,4,13-05-20 4:01,Monday,FALSE
11313,CHIP21,1,C206,4000,MCC,Green,NO,Sacramento,California,6,13-05-20 6:18,Monday,FALSE
11314,CHQ6085,1,E145,2500,ROC,Red,NO,Rochester,New York,7,13-05-20 7:30,Monday,FALSE
11315,TREK99,1,C17,3000,HNL,Green,NO,Honolulu,Hawaii,15,13-05-20 15:16,Monday,FALSE
11316,DAL1788,1,MD90,7000,IND,Green,NO,Indianapolis,Indiana,1,13-05-21 1:20,Tuesday,FALSE
11317,TRS1653,1,B712,7000,IND,Green,NO,Indianapolis,Indiana,1,13-05-21 1:52,Tuesday,FALSE
11318,CFS284,1,AT72,4000,DAL,Green,NO,Dallas,Texas,4,13-05-21 4:12,Tuesday,FALSE
11319,SWA1217,1,B738,1200,LAX,Green,NO,Los Angeles,California,4,13-05-21 4:30,Tuesday,FALSE
11320,ASQ924T,1,E145,4000,ICT,Green,NO,Wichita,Kansas,5,13-05-21 5:00,Tuesday,FALSE
11321,UPS63,1,B744,3000,SDF,Green,NO,Louisville,Kentucky,5,13-05-21 5:10,Tuesday,FALSE
11322,SWA2214,1,B733,5000,SJC,Green,NO,San Jose ,California,5,13-05-21 5:38,Tuesday,FALSE
11323,R26715,1,UH60,2000,HNL,Green,NO,Honolulu,Hawaii,7,13-05-21 7:02,Tuesday,FALSE
11324,MUI3,1,SH36,4000,HNL,Green,NO,Honolulu,Hawaii,14,13-05-21 14:03,Tuesday,FALSE
11325,MDEVAC1,1,S76,2500,1G5,White,NO,Medina,Ohio,2,13-05-22 2:50,Wednesday,FALSE
11326,EAGLE1,1,HELO,1000,PBI,Red,NO,West Palm Beach,Florida,3,13-05-22 3:44,Wednesday,FALSE
11327,RPN836,1,MD83,10000,IPL,Green,NO,Imperial,California,4,13-05-22 4:47,Wednesday,FALSE
11328,OCEAN41,1,C130,3000,CMA,Green,NO,Camarillo,California,4,13-05-22 4:55,Wednesday,FALSE
11329,SKZ7101,1,SH36,5000,TJSJ,Green,NO,San Juan,Puerto Rico,23,13-05-22 23:49,Wednesday,FALSE
11330,SNC7107,1,SH36,5000,TJSJ,Green,NO,San Juan,Puerto Rico,23,13-05-22 23:49,Wednesday,FALSE
11331,UPS1337,1,A306,FL180,SDF,Green,NO,Louisville,Kentucky,4,13-05-23 4:30,Thursday,FALSE
11332,IDAHO82,1,C206,3500,SAC,White,NO,Sacramento,California,5,13-05-23 5:16,Thursday,FALSE
11333,TV2,1,HELO,2000,BUR,Green,NO,Burbank,California,6,13-05-23 6:40,Thursday,FALSE
11334,UPS2964,1,MD11,8000,HNL,Green,NO,Honolulu,Hawaii,9,13-05-23 9:50,Thursday,FALSE
11335,N353SB,1,E50P,600,PBI,Green,NO,West Palm Beach,Florida,2,13-05-24 2:31,Friday,FALSE
11336,SWA1662,1,B737,4000,MDW,Green,NO,Chicago,Illinois,2,13-05-24 2:40,Friday,FALSE
11337,ASQ4203,1,E145,10000,IAH,Green,NO,Houston,Texas,2,13-05-24 2:42,Friday,FALSE
11338,AWE1253,1,B734,UNKN,TPA,Green,NO,Tampa ,Florida,2,13-05-24 2:46,Friday,FALSE
11339,N97523,1,C182,5000,FAY,Green,NO,Fayetteville,North Carolina,2,13-05-24 2:48,Friday,FALSE
11340,SWA3780,1,B733,6000,BWI,Green,NO,Baltimore,Maryland,3,13-05-24 3:01,Friday,FALSE
11341,PDT4489,1,DH8D,3500,DCA,White,NO,Washington,District of Columbia,3,13-05-24 3:54,Friday,FALSE
11342,SWA974,1,B737,10000,LAS,Green,NO,Las Vegas,Nevada,5,13-05-24 5:32,Friday,FALSE
11343,SWA656,1,B737,12000,SNS,Green,NO,Salinas,California,6,13-05-24 6:25,Friday,FALSE
11344,UAL1236,1,B738,6000,ARD,Green,NO,Yardley,Pennsylvania,1,13-05-25 1:43,Saturday,FALSE
11345,ASQ5715,1,CRJ2,9000,AML,UNKN,NO,Herndon,Virginia,2,13-05-25 2:01,Saturday,FALSE
11346,UAL1236,1,B739,6000,ARD,Green,NO,Yardley,Pennsylvania,2,13-05-25 2:11,Saturday,FALSE
11347,WJA1166,1,B737,8000,MCO,Green,NO,Orlando,Florida,3,13-05-25 3:23,Saturday,FALSE
11348,PWA971,1,C680,3500,OKC,Green,NO,Oklahoma City,Oklahoma,4,13-05-25 4:02,Saturday,FALSE
11349,AMF1017,1,SW4,500,TXK,Green,NO,Texarkana,Arkansas,4,13-05-25 4:41,Saturday,FALSE
11350,ASQ098T,1,E45X,9000,ELP,Green,NO,El Paso ,Texas,4,13-05-25 4:56,Saturday,FALSE
11351,SWA824,1,B733,1300,OXI,Green,NO,Knox,Indiana,4,13-05-25 4:59,Saturday,FALSE
11352,N8638N,1,C206,1300,GSN,Green,NO,Obyan,Northern Mariana Is,10,13-05-25 10:28,Saturday,FALSE
11353,N490H,1,B609,4000,ATS,Green,NO,Artesia,New Mexico,2,13-05-26 2:55,Sunday,FALSE
11354,SCX268,1,B737,FL240,GRR,Green,NO,Grand Rapids,Michigan,3,13-05-26 3:50,Sunday,FALSE
11355,AMX462,1,B737,5500,FAT,Green,NO,Fresno,California,4,13-05-26 4:39,Sunday,FALSE
11356,N399W,1,C750,UNKN,TVC,Green,NO,Traverse City,Michigan,4,13-05-26 4:41,Sunday,FALSE
11357,SKW6311,1,CRJ2,5000,VNY,Green,NO,Van Nuys,California,4,13-05-26 4:53,Sunday,FALSE
11358,TRS304,1,B737,2000,SJU,Green,NO,San Juan,Puerto Rico,3,13-05-27 3:34,Monday,TRUE
11359,RPA3461,1,E190,4000,PHL,Green,NO,Philadelphia,Pennsylvania,3,13-05-27 3:36,Monday,TRUE
11360,N463TF,1,SR22,5000,CAK,Green,NO,Akron,Ohio,5,13-05-27 5:25,Monday,TRUE
11361,FSN7200,1,LJ35,4000,TYS,Green,NO,Knoxville,Tennessee,5,13-05-27 5:27,Monday,TRUE
11362,N29ER,1,C172,9400,COS,Green,NO,Colorado Springs,Colorado,5,13-05-27 5:30,Monday,TRUE
11363,SKW2864,1,CRJ2,2500,YUM,Green,NO,Yuma,Arizona,5,13-05-27 5:35,Monday,TRUE
11364,N74Y,1,C172,5500,SLC,Green,NO,Salt Lake City,Utah,8,13-05-27 8:21,Monday,TRUE
11365,NKS735,1,A320,400,OAK,Green,NO,Oakland,California,8,13-05-27 8:25,Monday,TRUE
11366,G6557,1,H60,2000,MOB,Green,NO,Mobile,Alabama,2,13-05-28 2:00,Tuesday,FALSE
11367,KATT620,1,TEX2,2000,MOB,Green,NO,Mobile,Alabama,2,13-05-28 2:00,Tuesday,FALSE
11368,AWE1898,1,B734,5800,PIT,Green,NO,Pittsburgh,Pennsylvania,2,13-05-28 2:05,Tuesday,FALSE
11369,SWA1516,1,B737,3000,HOU,Green,NO,Houston,Texas,2,13-05-28 2:07,Tuesday,FALSE
11370,SURVEY2,1,B206,5500,TUS,Green,NO,Tucson,Arizona,8,13-05-28 8:28,Tuesday,FALSE
11371,RANGER54,1,B06,3200,TUS,Green,NO,Tucson,Arizona,8,13-05-28 8:29,Tuesday,FALSE
11372,GJS3640,1,CRJ7,6000,GSO,White,NO,Greensboro,North Carolina,1,13-05-29 1:43,Wednesday,FALSE
11373,G967,1,H60,1000,BQN,Red,NO,Aguadilla,Puerto Rico,3,13-05-29 3:01,Wednesday,FALSE
11374,ASH5143,1,E170,FL180,GNV,Green,NO,Gainesville,Florida,3,13-05-29 3:31,Wednesday,FALSE
11375,N890A,1,GLF4,3000,AGC,Green,NO,Pittsburgh,Pennsylvania,3,13-05-29 3:41,Wednesday,FALSE
11376,SWA2624,1,B737,8000,ABQ,Green,NO,Albuquerque,New Mexico,4,13-05-29 4:12,Wednesday,FALSE
11377,SKW4545,1,CRJ2,5500,TUS,Green,NO,Tucson,Arizona,4,13-05-29 4:13,Wednesday,FALSE
11378,BATT24,1,C130,17000,TUS,Green,NO,Tucson,Arizona,4,13-05-29 4:15,Wednesday,FALSE
11379,FDX121,1,B752,16000,M65,Green,NO,Memphis ,Tennessee,4,13-05-29 4:45,Wednesday,FALSE
11380,ABX152,1,B763,8000,CVG,Green,NO,Covington,Kentucky,6,13-05-29 6:36,Wednesday,FALSE
11381,SKW4570,1,CRJ7,12500,SMF,Green,NO,Sacramento,California,6,13-05-29 6:38,Wednesday,FALSE
11382,SWA506,1,B737,3000,OAK,Red,NO,Oakland,California,8,13-05-29 8:23,Wednesday,FALSE
11383,FIRBD2,1,HELO,1800,PHX,Red,NO,Phoenix,Arizona,9,13-05-29 9:24,Wednesday,FALSE
11384,N494JB,1,C172,1150,DWH,Green,NO,Houston,Texas,3,13-05-30 3:08,Thursday,FALSE
11385,SKW5168,1,CRJ2,3000,IAH,Green,NO,Houston,Texas,3,13-05-30 3:09,Thursday,FALSE
11386,GTI4322,1,B744,2200,JFK,Green,NO,New York,New York,3,13-05-30 3:11,Thursday,FALSE
11387,SWA2267,1,B737,2600,MCI,Green,NO,Kansas City,Missouri,3,13-05-30 3:14,Thursday,FALSE
11388,SWA1160,1,B737,3000,DTW,Green,NO,Detroit,Michigan,3,13-05-30 3:16,Thursday,FALSE
11389,AAL1530,1,B737,2800,ORD,Green,NO,Chicago,Illinois,3,13-05-30 3:37,Thursday,FALSE
11390,RZRBCK210,1,H72,1900,MFE,Green,NO,McAllen,Texas,3,13-05-30 3:38,Thursday,FALSE
11391,EGF3572,1,E145,UNKN,SCX,Green,NO,Oneida,Tennessee,4,13-05-30 4:11,Thursday,FALSE
11392,GUARD09,1,H64,2000,GRK,Green,NO,Fort Hood (Killeen),Texas,4,13-05-30 4:50,Thursday,FALSE
11393,SKW4615,1,CRJ2,9000,ABQ,Green,NO,Albuquerque,New Mexico,5,13-05-30 5:26,Thursday,FALSE
11394,UAL455,1,B752,4500,LAS,Green,NO,Las Vegas,Nevada,7,13-05-30 7:31,Thursday,FALSE
11395,ABX105,1,B762,FL200,ABB,Green,NO,Nabb,Indiana,7,13-05-30 7:33,Thursday,FALSE
11396,CHIP1,1,B206,UNKN,SMX,Green,NO,Nabb,Indiana,8,13-05-30 8:19,Thursday,FALSE
11397,UAL210,1,B752,2500,HNL,Green,NO,Honolulu,Hawaii,8,13-05-30 8:54,Thursday,FALSE
11398,ASQ4480,1,E45X,6000,TUL,UNKN,NO,Tulsa,Oklahoma,1,13-05-31 1:38,Friday,FALSE
11399,AWE1893,1,E190,1200,PHL,Green,NO,Philadelphia,Pennsylvania,1,13-05-31 1:40,Friday,FALSE
11400,FFT266,1,A319,10500,DEN,Green,NO,Denver,Colorado,4,13-05-31 4:46,Friday,FALSE
11401,LN102VU,1,E145,1000,BNA,Green,NO*,Nashville,Tennessee,5,13-05-31 5:45,Friday,FALSE
11402,UPS613,1,A306,4000,SDF,White,NO,Louisville,Kentucky,7,13-05-31 7:08,Friday,FALSE
11403,UAL1145,1,B737,1200,EWR,Green,NO,Newark,New Jersey,7,13-05-31 7:09,Friday,FALSE
11404,N129FR,1,C172,5500,XBP,Green,NO,Bridgeport,Texas,7,13-05-31 7:10,Friday,FALSE
11405,MKU102,1,AT72,3000,HNL,Green,NO,Honolulu,Hawaii,7,13-05-31 7:41,Friday,FALSE
11406,MUI6,1,SH36,2500,HNL,Green,NO,Honolulu,Hawaii,13,13-05-31 13:31,Friday,FALSE
11407,ASQ4674,1,E145,10000,BWI,Green,NO,Baltimore,Maryland,2,13-06-01 2:11,Saturday,FALSE
11408,PD18,1,HELO,800,LGA,Green,NO,New York,New York,2,13-06-01 2:30,Saturday,FALSE
11409,JBU382,1,A320,800,LGA,Green,NO,New York,New York,2,13-06-01 2:30,Saturday,FALSE
11410,N666CW,1,C77R,6000,MAF,Green,NO,Midland,Texas,2,13-06-01 2:46,Saturday,FALSE
11411,PS100,1,EC45,1000,GOP,Green,NO,Gatesville,Texas,3,13-06-01 3:00,Saturday,FALSE
11412,SWA588,1,B737,5000,ONT,Green,NO,Ontario,California,3,13-06-01 3:28,Saturday,FALSE
11413,AAL179,1,B739,300,LAX,Green,NO*,Los Angeles,California,3,13-06-01 3:57,Saturday,FALSE
11414,N2432U,1,C172,2800,GYI,Green,NO,Sherman/Denison,Texas,3,13-06-01 3:57,Saturday,FALSE
11415,RZRBK210,1,H72,1000,MFE,Green,NO,McAllen,Texas,4,13-06-01 4:13,Saturday,FALSE
11416,AAL2493,1,B752,200,LAX,Green,NO,Los Angeles,California,4,13-06-01 4:41,Saturday,FALSE
11417,AAY409,1,MD83,8500,LAS,Green,NO,Las Vegas,Nevada,4,13-06-01 4:42,Saturday,FALSE
11418,FFT267,1,A319,8000,ONT,Green,NO,Ontario,California,5,13-06-01 5:20,Saturday,FALSE
11419,ABX201,1,B762,5000,CVG,Green,NO,Covington,Kentucky,5,13-06-01 5:40,Saturday,FALSE
11420,VRD346,1,A320,8000,OAK,Red,NO,Oakland,California,6,13-06-01 6:58,Saturday,FALSE
11421,RZRBK72210,1,HELO,1100,MFE,Green,NO*,McAllen,Texas,13,13-06-01 13:09,Saturday,FALSE
11422,AAL1516,1,MD82,3500,MKE,Green,NO,Milwaukee,Wisconsin,2,13-06-02 2:54,Sunday,FALSE
11423,SKW3490,1,CRJ7,UNKN,FAT,Green,NO,Fresno,California,4,13-06-02 4:57,Sunday,FALSE
11424,AWE1514,1,A321,23200,EUG,Green,NO,Eugene,Oregon,5,13-06-02 5:46,Sunday,FALSE
11425,RPA3463,1,E170,10000,MXE,Green,NO,Modena,Pennsylvania,1,13-06-03 1:43,Monday,FALSE
11426,UAL1252,1,B738,1500,BOS,Green,NO,Boston,Massachusetts,1,13-06-03 1:58,Monday,FALSE
11427,MULLET2,1,BE40,5000,HSV,Green,NO,Huntsville ,Alabama,2,13-06-03 2:00,Monday,FALSE
11428,ASQ4681,1,E145,10000,N53,Green,NO,East Stroudsburg,Pennsylvania,2,13-06-03 2:10,Monday,FALSE
11429,TCF3544,1,E170,FL350,ANW,Green,NO,Ainsworth,Nebraska,3,13-06-03 3:03,Monday,FALSE
11430,EJA900,1,C750,6000,AML,Green,NO,Herndon,Virginia,3,13-06-03 3:14,Monday,FALSE
11431,RPA4901,1,DH8D,15000,MCI,Green,NO,Kansas City,Missouri,3,13-06-03 3:15,Monday,FALSE
11432,SKW2980,1,CRJ2,13000,PHX,Green,NO,Phoenix,Arizona,3,13-06-03 3:20,Monday,FALSE
11433,SWA336,1,B737,3000,PHX,Green,NO,Phoenix,Arizona,3,13-06-03 3:29,Monday,FALSE
11434,N8366X,1,C172,800,CRQ,Green,NO,Carlsbad,California,3,13-06-03 3:47,Monday,FALSE
11435,SKW6395,1,CRJ2,13000,DEN,Green,NO,Denver,Colorado,4,13-06-03 4:21,Monday,FALSE
11436,ASA834,1,B738,2500,SJC,Green,NO,San Jose,California,4,13-06-03 4:32,Monday,FALSE
11437,DAL1630,1,B752,9000,SAT,Green,NO,San Antonio,Texas,4,13-06-03 4:41,Monday,FALSE
11438,AAL699,1,B738,900,LAX,Green,NO,Los Angeles,California,5,13-06-03 5:37,Monday,FALSE
11439,SWA223,1,B737,3000,PHL,Green,NO,Philadelphia,Pennsylvania,1,13-06-04 1:45,Tuesday,FALSE
11440,SWA3391,1,B733,2500,FLL,Green,NO,Fort Lauderdale,Florida,1,13-06-04 1:46,Tuesday,FALSE
11441,NKS464,1,A319,5000,FLL,Green,NO,Fort Lauderdale,Florida,1,13-06-04 1:46,Tuesday,FALSE
11442,ASQ516T,1,E135,11500,6XS1,Green,NO,Humble,Texas,2,13-06-04 2:30,Tuesday,FALSE
11443,N24650,1,C172,1000,RVS,Green,NO,Tulsa,Oklahoma,2,13-06-04 2:30,Tuesday,FALSE
11444,N2931T,1,PA44,1600,DAB,Green,NO,Daytona Beach,Florida,2,13-06-04 2:35,Tuesday,FALSE
11445,SWA395,1,B737,11000,DEN,Green,NO,Denver,Colorado,2,13-06-04 2:55,Tuesday,FALSE
11446,SKW5322,1,CRJ2,1200,ORD,Green,NO,Chicago,Illinois,3,13-06-04 3:17,Tuesday,FALSE
11447,TRS181,1,B737,2000,FLL,Green,NO,Fort Lauderdale,Florida,3,13-06-04 3:35,Tuesday,FALSE
11448,N53361,1,C172,5500,MSL,Green,NO*,Muscle Shoals,Alabama,3,13-06-04 3:40,Tuesday,FALSE
11449,SWA100,1,B733,11000,PHX,Green,NO,Phoenix,Arizona,3,13-06-04 3:45,Tuesday,FALSE
11450,UPS1131,1,B752,6000,PHL,Green,NO,Philadelphia,Pennsylvania,4,13-06-04 4:04,Tuesday,FALSE
11451,EGF3729,1,CRJ7,3000,MSP,Green,NO,Minneapolis,Minnesota,0,13-06-05 0:39,Wednesday,FALSE
11452,RZB212,1,HELO,900,MFE,Green,NO,McAllen,Texas,2,13-06-05 2:20,Wednesday,FALSE
11453,AAL2374,1,MD83,7000,ARR,Green,NO,Chicago/Aurora,Illinois,2,13-06-05 2:25,Wednesday,FALSE
11454,TRS1169,1,B737,6000,GYY,Green,NO,Gary,Indiana,3,13-06-05 3:38,Wednesday,FALSE
11455,AAL2349,1,MD83,3000,DFW,Green,NO,Dallas-Fort Worth,Texas,3,13-06-05 3:40,Wednesday,FALSE
11456,ASA620,1,B737,8000,LSV,Green,NO,Las Vegas,Nevada,3,13-06-05 3:48,Wednesday,FALSE
11457,N2578L,1,PA38,5000,TLR,Green,NO,Tulare,California,5,13-06-05 5:05,Wednesday,FALSE
11458,N2408L,1,PA38,5000,,Green,NO,Tulare,California,5,13-06-05 5:30,Wednesday,FALSE
11459,R50039,1,UH60,2000,HNL,Green,NO,Honolulu,Hawaii,6,13-06-05 6:16,Wednesday,FALSE
11460,N48N,1,CH7B,5000,SLC,Green,NO,Salt Lake City,Utah,4,13-06-06 4:38,Thursday,FALSE
11461,SKW586C,1,CRJ7,6000,BFL,Green,NO,Bakersfield,California,5,13-06-06 5:45,Thursday,FALSE
11462,N6045W,1,C162,3500,UBG,Green,NO,Newberg,Oregon,8,13-06-06 8:05,Thursday,FALSE
11463,MKU102,1,DH8D,1500,HNL,Green,NO,Honolulu,Hawaii,8,13-06-06 8:53,Thursday,FALSE
11464,TIGER21,1,C17,1500,HNL,Green,NO,Honolulu,Hawaii,9,13-06-06 9:16,Thursday,FALSE
11465,SOO3300,1,B744,2300,GUA,Green,NO,"Andersen, Mariana Island",Guam,13,13-06-06 13:56,Thursday,FALSE
11466,ASQ3837,1,E145,87000,MDW,Green,NO,Chicago,Illinois,2,13-06-07 2:51,Friday,FALSE
11467,SWA167,1,B737,9000,IAH,Green,NO,Houston,Texas,2,13-06-07 2:54,Friday,FALSE
