,ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE,hr_adj,date_time,day_of_week,holidays
2314,NVT37,1,HELO,4500,LBB,Green,NO,Lubbock,Texas,2,10-10-31 2:15,Sunday,FALSE
2315,SWA153,1,B733,2500,FLL,Green,NO,Ft. Lauderdale,Florida,2,10-10-31 2:18,Sunday,FALSE
2316,N912VR,1,A109,1500,FAT,Green,NO,Fresno,California,2,10-10-31 2:22,Sunday,FALSE
2317,ASA620,1,B737,4000,LAS,Green,NO,Las Vegas,Nevada,2,10-10-31 2:32,Sunday,FALSE
2318,TCF7533,1,E170,FL300,ISW,Green,NO,Wisconsin Rapids,Wisconsin,2,10-10-31 2:56,Sunday,FALSE
2319,SWA1712,1,B737,6000,LAX,Green,NO,Los Angeles,California,2,10-10-31 2:58,Sunday,FALSE
2320,SWA1530,1,B737,6000,PHX,Green ,NO,Phoenix,Arizona,3,10-10-31 3:13,Sunday,FALSE
2321,SWA365,1,B737,3500,SJC,Green,NO,San Jose,California,3,10-10-31 3:20,Sunday,FALSE
2322,N830SF,1,B230,2500,PIA,Green,NO,Peoria,Illinois,3,10-10-31 3:40,Sunday,FALSE
2323,AWE368,1,A319,5000,PHX,UNKN,NO,Phoenix,Arizona,3,10-10-31 3:48,Sunday,FALSE
2324,EGF2874,1,E145,UNKN,EMG,Green,NO,Shreveport,Louisiana,0,10-11-01 0:54,Monday,FALSE
2325,BTA2412,1,E145,UNKN,IAH,Green,NO,Houston,Texas,0,10-11-01 0:57,Monday,FALSE
2326,BTA2320,1,E45X,4900,ELP,Green,NO,El Paso,Texas,4,10-11-01 4:13,Monday,FALSE
2327,SWA584,1,B737,6800,SAN,Green,NO,San Diego,California,4,10-11-01 4:38,Monday,FALSE
2328,N757VB,1,C172,5500,SBA,Green ,NO,Santa Barbara,California,5,10-11-01 5:45,Monday,FALSE
2329,CHQ1158,1,E145,9000,BTV,Green,NO,Burlington,Vermont,0,10-11-01 0:57,Monday,FALSE
2330,BTA2173,1,E145,600,GSO,Green,NO,Greensboro,North Carolina,2,10-11-01 2:01,Monday,FALSE
2331,N13818,1,C182,1800,VNY,Green,NO,Van Nuys,California,2,10-11-01 2:16,Monday,FALSE
2332,DAL2165,1,B738,9200,SDF,Green,NO,Louisville,Kentucky,3,10-11-01 3:23,Monday,FALSE
2333,SWA1527,1,B733,10000,SEA,Green,NO,Seattle,Washington,3,10-11-01 3:37,Monday,FALSE
2334,CHP50,1,B206,500,LGB,Green,NO,Long Beach,California,4,10-11-02 4:12,Tuesday,FALSE
2335,ASA731,1,B738,10000,SEA,Green,NO,Seattle,Washington,4,10-11-02 4:58,Tuesday,FALSE
2336,FDX1837,1,DC10,4500,OAK,Green,NO,Oakland,California,5,10-11-02 5:39,Tuesday,FALSE
2337,AWE627,1,A319,4500,OAK,Green,NO,Oakland,California,5,10-11-02 5:39,Tuesday,FALSE
2338,FDX2642,1,A306,5000,IND,Red,NO,Indianapolis,Indiana,7,10-11-02 7:29,Tuesday,FALSE
2339,COA351,1,B737,UNKN,EWR,Green,NO,Newark,New Jersey,0,10-11-02 0:13,Tuesday,FALSE
2340,AAL2530,1,UNKN,1500,MIA,Green,NO,Miami,Florida,0,10-11-02 0:13,Tuesday,FALSE
2341,N828WC,1,GLAS,9500,AVL,Green,NO,Asheville,North Carolina,1,10-11-02 1:07,Tuesday,FALSE
2342,ASA896,1,B738,3500,SJC,Green,NO,San Jose,California,2,10-11-02 2:05,Tuesday,FALSE
2343,SWA30,1,B737,10000,SJC,Green,NO,San Jose,California,2,10-11-02 2:12,Tuesday,FALSE
2344,N72RL,1,BE9L,1500,SBA,Green,NO,Santa Barbara,California,2,10-11-02 2:41,Tuesday,FALSE
2345,SWA456,1,B737,15000,SFO,Green,NO,San Francisco,California,2,10-11-02 2:57,Tuesday,FALSE
2346,CPZ5831,1,E170,2000,RDU,Green,NO,Raleigh-Durham,North Carolina,3,10-11-02 3:41,Tuesday,FALSE
2347,BVN7809,1,C208,6000,LBB,Green,NO,Lubbock,Texas,2,10-11-03 2:09,Wednesday,FALSE
2348,N454KC,1,DA20,1700,OJC,Green,NO,Olathe,Kansas,2,10-11-03 2:11,Wednesday,FALSE
2349,WTV52,1,P32R,6500,ONT,Green,NO,Ontario,California,2,10-11-03 2:14,Wednesday,FALSE
2350,ASA474,1,B738,3000,LAX,Green,NO,Los Angeles,California,3,10-11-03 3:12,Wednesday,FALSE
2351,BVN708,1,C208,6000,LBB,Green,NO,Lubbock,Texas,1,10-11-04 1:55,Thursday,FALSE
2352,UPS313,1,B752,FL370,HOP,Green,NO,Hopkinsville,Kentucky,4,10-11-04 4:44,Thursday,FALSE
2353,CPF465,1,C182,4000,FUL,Green,NO,Fullerton,California,4,10-11-04 4:48,Thursday,FALSE
2354,AWE113,1,A319,8000,LAX,Green,NO,Los Angeles,California,4,10-11-04 4:51,Thursday,FALSE
2355,UPS856,1,B757,FL200,PHX,Green,NO,Phoenix,Arizona,10,10-11-04 10:27,Thursday,FALSE
2356,UPS858,1,B763,12000,PHX,Green,NO,Phoenix,Arizona,10,10-11-04 10:38,Thursday,FALSE
2357,SWA1388,1,B733,9000,PHX,Green,NO,Phoenix,Arizona,13,10-11-04 13:10,Thursday,FALSE
2358,CTA124,1,C402,6000,PHX,Green,NO ,Phoenix,Arizona,13,10-11-04 13:12,Thursday,FALSE
2359,DAL1822,1,A319,2200,DTW,Green,NO,Detroit ,Michigan,1,10-11-04 1:19,Thursday,FALSE
2360,MRA600,1,SW4,2500,DTW,Green,NO,Detroit ,Michigan,1,10-11-04 1:23,Thursday,FALSE
2361,N724TM,1,C172,1300,PAE,Green,NO,Everett,Washington,3,10-11-04 3:08,Thursday,FALSE
2362,SKW329M,1,CRJ2,7000,BFL,Green,NO,Bakersfield,California,3,10-11-04 3:11,Thursday,FALSE
2363,MAC7499,1,AT72,2600,CRW,Green,NO,Charleston,West Virginia,23,10-11-05 23:44,Friday,FALSE
2364,QXE92,1,DH8D,16000,MFR,Green,NO,Medford,Oregon,12,10-11-05 12:16,Friday,FALSE
2365,N424CK,1,SR22,UNKN,IMB,UNKN,NO,Kimberly,Oregon,1,10-11-06 1:55,Saturday,FALSE
2366,N101LA,1,P28A,2800,ABI,Green,NO,Abilene,Texas,2,10-11-06 2:11,Saturday,FALSE
2367,N75TV,1,B206,1400,OAK,Green ,NO,Oakland,California,2,10-11-06 2:45,Saturday,FALSE
2368,AFA074,1,B777,1500,LAX,Green,NO,Los Angeles,California,2,10-11-06 2:45,Saturday,FALSE
2369,UAL723,1,B757,2400,SJC,Green,NO,San Jose,California,3,10-11-06 3:50,Saturday,FALSE
2370,AWE656,1,A321,10000,RIV,Green,NO,Riverside,California,5,10-11-06 5:00,Saturday,FALSE
2371,FDX9303,1,A310,2500,MIA,Green,NO,Miami,Florida,9,10-11-06 9:20,Saturday,FALSE
2372,HOOK51,1,TEX2,3000,SUS,Green,NO,St. Louis,Missouri,1,10-11-06 1:05,Saturday,FALSE
2373,EGF3328,1,E145,FL250,DKR,Green,NO,Crockett,Texas,1,10-11-06 1:13,Saturday,FALSE
2374,N370GS,1,YK55,2200,OMA,Green,NO,Omaha,Nebraska,1,10-11-06 1:18,Saturday,FALSE
2375,N4KB,1,PA18,5500,SLC,Green,NO,Salt Lake City,Utah,1,10-11-06 1:43,Saturday,FALSE
2376,SWA327,1,B737,13000,DEN,Green,NO,Denver,Colorado,3,10-11-06 3:42,Saturday,FALSE
2377,SKW591Z,1,E120,1500,SEA,Red,NO,Seattle,Washington,9,10-11-07 9:52,Sunday,FALSE
2378,N192M,1,GLF4,3200,HNL,Green,NO,Honolulu,Hawaii,13,10-11-07 13:36,Sunday,FALSE
2379,COM483,1,CRJ1,8000,MDT,Green ,NO,Harrisburg,Pennsylvania,23,10-11-07 23:41,Sunday,FALSE
2380,TRS1155,1,B737,9000,IND,Green,NO,Indianapolis,Indiana,0,10-11-07 0:11,Sunday,FALSE
2381,SKW6561,1,CRJ2,7000,FSD,Green,NO,Sioux Falls,North Dakota,1,10-11-07 1:46,Sunday,FALSE
2382,ASH2864,1,DH8B,14000,FLG,Green,NO,Flagstaff,Arizona,2,10-11-07 2:27,Sunday,FALSE
2383,UAL522,1,B752,1500,SAN,Green,NO,San Diego,California,4,10-11-07 4:34,Sunday,FALSE
2384,BLKJK1,1,HH65,1100,CGS,Green,NO ,College Park,Maryland,22,10-11-08 22:35,Monday,FALSE
2385,N765XJ,1,C750,13000,ILG,Green,NO,Wilmington,Delaware,2,10-11-08 2:22,Monday,FALSE
2386,LIFETEAM57,1,HELO,2500,SAT,Green,NO,San Antonio,Texas,3,10-11-08 3:19,Monday,FALSE
2387,ASA064,1,B737,UNKN,SEA,Red,NO,Seattle,Washington,3,10-11-08 3:30,Monday,FALSE
2388,UAL21,1,UNKN,2500,OAK,Green,NO,Oakland,California,5,10-11-08 5:00,Monday,FALSE
2389,N368AG,1,GLF4,5000,BUR,Green,NO,Burbank,California,5,10-11-08 5:08,Monday,FALSE
2390,PCL3839,1,CRJ7,5000,BNA,Green,NO,Nashville,Tennessee,23,10-11-09 23:50,Tuesday,FALSE
2391,SWA2005,1,B737,5000,BNA,Green,NO,Nashville,Tennessee,23,10-11-09 23:51,Tuesday,FALSE
2392,SWA157,1,B733,5000,BNA,Green,NO,Nashville,Tennessee,23,10-11-09 23:51,Tuesday,FALSE
2393,SKW4736,1,CRJ2,11000,PIT,Green ,NO,Pittsburgh,Pennsylvania,23,10-11-09 23:53,Tuesday,FALSE
2394,EGF2794,1,E145,10000,DFW,Green,NO,Dallas-Fort Worth,Texas,0,10-11-09 0:36,Tuesday,FALSE
2395,N9914Q,1,C172,2500,INT,Green,NO,Winston Salem,North Carolina,0,10-11-09 0:58,Tuesday,FALSE
2396,N963JF,1,FA50,5700,STL,Green,NO,St. Louis,Missouri,1,10-11-09 1:29,Tuesday,FALSE
2397,N44DQ,1,R44,5700,OGD,Green,NO,Ogden,Utah,1,10-11-09 1:37,Tuesday,FALSE
2398,AMF1941,1,SW4,2500,SMX,Green,NO,Santa Maria,California,2,10-11-09 2:05,Tuesday,FALSE
2399,SWA2397,1,B737,FL410,NTD,Green,NO,Ventura,California,2,10-11-09 2:55,Tuesday,FALSE
2400,MES3613,1,SF34,5500,BUR,Green,NO,Burbank,California,13,10-11-10 13:11,Wednesday,FALSE
2401,CHQ5094,1,E135,9000,MDW,Green,NO,Chicago,Illinois,23,10-11-10 23:43,Wednesday,FALSE
2402,ASQ7137,1,CRJ2,7000,BRV,Green,NO,Brooke,Virginia,1,10-11-10 1:19,Wednesday,FALSE
2403,AWI3594,1,CRJ2,16000,PHL,Green,NO,Philadelphia,Pennsylvania,1,10-11-10 1:25,Wednesday,FALSE
2404,SWA727,1,B737,3000,BUR,Green,NO,Burbank,California,4,10-11-10 4:00,Wednesday,FALSE
2405,CTL301,1,AC50,6000,STL,Green,NO,St. Louis,Missouri,4,10-11-10 4:23,Wednesday,FALSE
2406,BVN7279,1,C208,2000,AFW,Green,NO,Fort Worth,Texas,5,10-11-10 5:49,Wednesday,FALSE
2407,FDX1104,1,A306,8000,AFW,Green,NO,Fort Worth,Texas,5,10-11-10 5:57,Wednesday,FALSE
2408,N301HG,1,B206,2000,ABY,Green,NO,Albany,Georgia,1,10-11-11 1:21,Thursday,TRUE
2409,BTA2862,1,E45X,10000,IAH,Green,NO,Houston,Texas,2,10-11-11 2:22,Thursday,TRUE
2410,EGF4214,1,E145,2000,ORD,Green,NO,Chicago,Illinois,4,10-11-11 4:38,Thursday,TRUE
2411,ACA658,1,CRJ9,2000,ORD,Green,NO,Chicago,Illinois,4,10-11-11 4:39,Thursday,TRUE
2412,FDX1411,1,A306,2000,HOU,Green,NO,Houston,Texas,10,10-11-11 10:45,Thursday,TRUE
2413,ASA890,1,B737,12000,SAN,Green,NO,San Diego,California,10,10-11-11 10:45,Thursday,TRUE
2414,CJC9559,1,SF34,3000,IAH,Green,NO,Houston,Texas,0,10-11-12 0:49,Friday,FALSE
2415,SWA1174,1,B733,16000,HEF,Green ,NO,Manassas,Virginia,0,10-11-12 0:50,Friday,FALSE
2416,CYO277,1,LJ55,4000,AUS,Green,NO,Austin,Texas,1,10-11-12 1:05,Friday,FALSE
2417,SWA359,1,B737,3000,LAS,Green,NO,Las Vegas,Nevada,1,10-11-12 1:12,Friday,FALSE
2418,IASCOFLTTRNG48,1,C172,3500,RBL,Green,NO,Red Bluff ,Califiornia,1,10-11-12 1:45,Friday,FALSE
2419,MAVERICK33,1,EC130,500,LAS,Red,NO,Las Vegas,Nevada,2,10-11-12 2:30,Friday,FALSE
2420,CHQ6016,1,E145,9000,CMK,Green,NO,Carmel,New York,2,10-11-12 2:38,Friday,FALSE
2421,BTA5938,1,E45X,8800,CVG,Green,NO,Cincinnati,Ohio,2,10-11-12 2:38,Friday,FALSE
2422,N9451X,1,C172,1700,SFB,Green,NO,Orlando,Florida,2,10-11-12 2:47,Friday,FALSE
2423,LOF8051,1,E145,4000,IAD,Green,NO,Washington,District of Columbia,3,10-11-12 3:10,Friday,FALSE
2424,PD10,1,AS350,2000,ONT,Green,NO,Ontario,California,4,10-11-12 4:32,Friday,FALSE
2425,RPA3217,1,E170,2500,STL,Green,NO,St. Louis,Missouri,4,10-11-12 4:41,Friday,FALSE
2426,AAL572,1,MD82,2000,DFW,Green,NO,Dallas-Fort Worth,Texas,4,10-11-12 4:41,Friday,FALSE
2427,SWA1795,1,B733,9000,CA89,Green,NO,Lake Elsinore,California,5,10-11-12 5:17,Friday,FALSE
2428,SWA1578,1,B737,7000,SFO,Green,NO,San Francisco,California,5,10-11-12 5:19,Friday,FALSE
2429,SWA1578,1,B737,7000,SFO,Green,NO,San Francisco,California,5,10-11-12 5:19,Friday,FALSE
2430,AWI4009,1,CRJ2,10000,ZZV,Green,NO,Zanesville,Ohio,0,10-11-13 0:32,Saturday,FALSE
2431,BTA5902,1,E145,40,DCA,Green,NO,Washington,District of Columbia,1,10-11-13 1:25,Saturday,FALSE
2432,AAL408,1,B738,5000,HAR,Green,NO,Harrisburg, Pennsylvania,1,10-11-13 1:39,Saturday,FALSE
2433,N8MM,1,HELO,3500,OXC,Green,NO,Oxford,Connecticut,1,10-11-13 1:48,Saturday,FALSE
2434,N490ER,1,C172,6000,ISM,Green,NO,Orlando,Florida,1,10-11-13 1:54,Saturday,FALSE
2435,METRO05,1,H500,2000,LAS,Green,NO,Las Vegas,Nevada,2,10-11-13 2:23,Saturday,FALSE
2436,JBU562,1,A320,16000,CCC,Green,NO,Calverton,New York,3,10-11-13 3:00,Saturday,FALSE
2437,TRANSTATES 8051,1,E145,4000,IAD,Green,NO,Washington,District of Columbia,3,10-11-13 3:10,Saturday,FALSE
2438,AWE257,1,A321,3000,PHL,Green,NO,Philadelphia,Pennsylvania,4,10-11-13 4:35,Saturday,FALSE
2439,SWA1110,1,B737,5000,IAH,Green,NO,Houston,Texas,4,10-11-13 4:35,Saturday,FALSE
2440,QXE82,1,DH8,UNKN,PDX,Green ,NO,Portland,Oregon,6,10-11-13 6:45,Saturday,FALSE
2441,EGF4529,1,E135,12000,BOS,Green,NO,Boston,Massachusetts,22,10-11-13 22:05,Saturday,FALSE
2442,JBU1264,1,E190,11000,BOS,Green,NO,Boston,Massachusetts,1,10-11-14 1:35,Sunday,FALSE
2443,AWE257,1,A321,3000,PHL,Green,NO,Philadelphia,Pennsylvania,2,10-11-14 2:50,Sunday,FALSE
2444,AMR4399,1,E135,17000,BDR,Green,NO,Bridgeport,Connecticut,3,10-11-14 3:49,Sunday,FALSE
2445,LIFEFLIGHT,1,HELO,2000,LNK,UNKN,NO,Lincoln,Nebraska,3,10-11-14 3:55,Sunday,FALSE
2446,SWA359,1,B737,220,BSR,Green,NO,Big Sur,California,4,10-11-14 4:03,Sunday,FALSE
2447,AAL1178,1,MD82,4000,BWI,Green,NO,Baltimore,Maryland,22,10-11-14 22:53,Sunday,FALSE
2448,N98913,1,C172,1700,GTU,Green,NO,Georgetown,Texas,0,10-11-15 0:46,Monday,FALSE
2449,SWA775,1,B737,800,LAS,Green,NO,Las Vegas,Nevada,2,10-11-15 2:42,Monday,FALSE
2450,UCA8738,1,DH8B,7000,ERI,Green,NO,Erie,Pennsylvania,3,10-11-15 3:27,Monday,FALSE
2451,USA174,1,A319,4700,LAS,Green,NO,Las Vegas,Nevada,3,10-11-15 3:50,Monday,FALSE
2452,SWA379,1,B737,F220,BSR,Green,NO,Big Sur,California,2,10-11-15 2:55,Monday,FALSE
2453,SKW6440,1,CRJ2,7000,SNA,Green,NO,Santa Ana,California,3,10-11-15 3:59,Monday,FALSE
2454,RPA3109,1,E170,FL360,STL,Green,NO,St. Louis,Missouri,4,10-11-15 4:47,Monday,FALSE
2455,N683EF,1,L35A,UNKN,EAT,UNKN,NO,Wenatchee,Washington,10,10-11-15 10:08,Monday,FALSE
2456,JIA265,1,CRJ7,6000,CLT,Green,NO,Charlotte,North Carolina,23,10-11-15 23:28,Monday,FALSE
2457,TCF7559,1,E170,3000,ORD,Green,NO,Chicago,Illinois,0,10-11-16 0:06,Tuesday,FALSE
2458,COA1185,1,B738,3000,ORD,Green,NO,Chicago,Illinois,0,10-11-16 0:10,Tuesday,FALSE
2459,BTA2849,1,E145,500,CLE,Green,NO,Cleveland,Ohio,0,10-11-16 0:54,Tuesday,FALSE
2460,EGF4374,1,E135,3000,CMI,Green,NO,Champaigne/Urbana,Illinois,1,10-11-16 1:47,Tuesday,FALSE
2461,EGF4292,1,E145,2500,ORD,Green,NO,Chicago,Illinois,2,10-11-16 2:00,Tuesday,FALSE
2462,SWA775,1,B737,800,LAS,Green,NO,Las Vegas,Nevada,2,10-11-16 2:42,Tuesday,FALSE
2463,AAY228,1,MD83,16000,PAE,Multicolor,NO,Everett,Washington,6,10-11-16 6:00,Tuesday,FALSE
2464,Spirit706,1,A319,1700,LAX,Green,NO,Los Angeles,California,6,10-11-16 6:05,Tuesday,FALSE
2465,AAY285,1,MD88,12000,PAE,Green,NO,Everett,Washington,7,10-11-16 7:06,Tuesday,FALSE
2466,N695PC,1,PC12,4000,BZM,Green,NO,  Hickory,North Carolina,0,10-11-17 0:13,Wednesday,FALSE
2467,AWE1774,1,A320,25000,MIA,Green,NO,Miami,Florida,0,10-11-17 0:52,Wednesday,FALSE
2468,VNR163,1,P180,FL230,JKA,Green,NO,Gulf Shores,Alabama,2,10-11-17 2:01,Wednesday,FALSE
2469,VNR130,1,P180,6000,TPA,Green,NO,Tampa,Florida,4,10-11-17 4:02,Wednesday,FALSE
2470,N6501,1,LNC4,UNKN,MLB,Green,NO,Melbourne,Florida,4,10-11-17 4:16,Wednesday,FALSE
2471,FDX1124,1,DC10,12500,ATL,Green,NO,Atlanta,Georgia,4,10-11-17 4:41,Wednesday,FALSE
2472,AAL1245,1,B752,1000,MIA,Green,NO,Miami,Florida,0,10-11-18 0:17,Thursday,FALSE
2473,N18MC,1,B350,4200,DTW,Green,NO,Detroit ,Michigan,0,10-11-18 0:26,Thursday,FALSE
2474,CJC3352,1,DH8D,2100,EWR,Green,NO,Newark,New Jersey,1,10-11-18 1:20,Thursday,FALSE
2475,SWA1458,1,B737,6000,IAH,Green,NO,Houston,Texas,1,10-11-18 1:36,Thursday,FALSE
2476,SWA57,1,B737,500,HOU,Green,NO,Houston,Texas,1,10-11-18 1:53,Thursday,FALSE
2477,SKW3061,1,CRJ2,10000,MKE,Green,NO,Milwaukee,Wisconsin,2,10-11-18 2:25,Thursday,FALSE
2478,UAL499,1,B752,3000,MCO,Green,NO,Orlando,Florida,0,10-11-19 0:41,Friday,FALSE
2479,N738VA,1,C172,3000,CCR,Green,NO,Concord,California,1,10-11-19 1:37,Friday,FALSE
2480,AAL1709,1,B752,FL180,,Green,NO,,,1,10-11-19 1:45,Friday,FALSE
2481,LJY228,1,C560,5000,IAG,Green,NO,Niagara Falls,New York,1,10-11-19 1:59,Friday,FALSE
2482,ASH7273,1,CRJ7,1500,ORD,Green,NO,  Chicago,Illinois,2,10-11-19 2:48,Friday,FALSE
2483,SWA1204,1,B737,9000,DVT,Green,NO,Phoenix,California,3,10-11-19 3:00,Friday,FALSE
2484,N2396Z,1,BE23,4000,VUZ,Green,NO,Birmingham,Alabama,3,10-11-19 3:19,Friday,FALSE
2485,TRS276,1,B712,11000,BOS,Green,NO,Boston,Massachusetts,4,10-11-19 4:05,Friday,FALSE
2486,OMAHA1,1,UNKN,1000,PBG,Red,NO,Plattsburgh,New York,4,10-11-19 4:30,Friday,FALSE
2487,NKS395,1,A320,4000,FLL,Green,NO,Fort Lauderdale,Florida,0,10-11-20 0:05,Saturday,FALSE
2488,SWA3186,1,B735,15000,DCA,Green,NO,Washington,District of Columbia,0,10-11-20 0:12,Saturday,FALSE
2489,USC731,1,C208,UNKN,AVP,Green,NO,Wilkes-Barre/Scranton,Pennsylvania,1,10-11-20 1:05,Saturday,FALSE
2490,DAL1774,1,MD88,FL210,CSG,Green,NO,Columbus,Georgia,1,10-11-20 1:12,Saturday,FALSE
2491,DAL1096,1,B752,FL240,CSG,Green,NO,Columbus,Georgia,1,10-11-20 1:12,Saturday,FALSE
2492,JBU259,1,A319,3000,SLI,Green,NO,Los Alamitos,California,1,10-11-20 1:42,Saturday,FALSE
2493,N394ER,1,C172,2000,DAB,Green,NO,Daytona Beach,Florida,1,10-11-20 1:44,Saturday,FALSE
2494,SWA1204,1,B737,9000,DVT,Green,NO,Phoenix,Arizona,3,10-11-20 3:00,Saturday,FALSE
2495,JBU302,1,A320,1500,IAD,Green,NO,Washington,District of Columbia,4,10-11-20 4:10,Saturday,FALSE
2496,SWA413,1,B737,6000,BNA,Green,NO,Nashville,Tennessee,0,10-11-21 0:22,Sunday,FALSE
2497,SWA3186,1,B737,15000,DCA,Green,NO,Washington,District of Columbia,0,10-11-21 0:23,Sunday,FALSE
2498,SWA2108,1,B737,5000,TPA,Green,NO,Tampa,Florida,0,10-11-21 0:51,Sunday,FALSE
2499,ABX501,1,B762,15000,BMT,Green,NO,Beaumont,Texas,1,10-11-21 1:06,Sunday,FALSE
2500,BTA2292,1,E145,15000,BMT,Green,NO,Beaumont,Texas,1,10-11-21 1:09,Sunday,FALSE
2501,SWA3332,1,B737,3500,DAL,Green,NO,Dallas   ,Texas,2,10-11-21 2:18,Sunday,FALSE
2502,EGF4781,1,AT72,13000,SHV,Green,NO,Shreveport,Louisiana,3,10-11-21 3:08,Sunday,FALSE
2503,COA709,1,B738,6000,PDX,Green,NO,Portland,Oregon,4,10-11-21 4:30,Sunday,FALSE
2504,LIFEFLIGHT6,1,HELO,2000,AGC,Green,NO,Pittsburgh,Pennsylvania,22,10-11-21 22:38,Sunday,FALSE
2505,DAL2444,1,B738,4800,CVG,Green,NO,Covington,Kentucky,22,10-11-21 22:55,Sunday,FALSE
2506,ASH2734,1,CRJ9,UNKN,PHX,Green,NO,Phoenix,Arizona,0,10-11-22 0:59,Monday,FALSE
2507,HTL309,1,C56X,1000,HOU,Green,NO,Houston,Texas,1,10-11-22 1:28,Monday,FALSE
2508,EMD6,1,HELO,1700,TUL,Spotlight,NO,Tulsa,Oklahoma,1,10-11-22 1:40,Monday,FALSE
2509,N618FT,1,P28A,1000,MLB,Green,NO,Melbourne,Florida,2,10-11-22 2:25,Monday,FALSE
2510,Trooper3,1,Helo,1400,UNKN,Green,NO,UNKN,Maryland,0,10-11-23 0:00,Tuesday,FALSE
2511,UAL318,1,A319,13000,DEN,Green,NO,Denver,Colorado,2,10-11-23 2:37,Tuesday,FALSE
2512,BTA6008,1,E45X,1000,ABE,Green,NO,Allentown,Pennsylvania,4,10-11-23 4:25,Tuesday,FALSE
2513,WJA1495,1,B737,3500,PHX,Green,NO,Phoenix,Arizona,5,10-11-23 5:45,Tuesday,FALSE
2514,SWA3939,1,B733,13000,MEV,Green,NO,Minden,Nevada,7,10-11-23 7:08,Tuesday,FALSE
2515,N752GS,1,C550,500,AGC,Green,NO,Pittsburgh,Pennsylvania,11,10-11-23 11:21,Tuesday,FALSE
2516,ASQ7110,1,CRJ2,14500,BWI,Green,NO,Baltimore,Maryland,22,10-11-23 22:45,Tuesday,FALSE
2517,N211GA,1,MU30,1000,BCT,Green,NO,Boca Raton,Florida,23,10-11-23 23:50,Tuesday,FALSE
2518,N117SE,1,PA32,4500,SAV,Green,NO,Savannah,Georgia,0,10-11-23 0:33,Tuesday,FALSE
2519,N642FT,1,F11,1000,MLB,Green,NO,Melbourne,Florida,0,10-11-23 0:45,Tuesday,FALSE
2520,MFE05,1,UNKN,1500,MFE,Green,NO,McAllen,Texas,1,10-11-24 1:30,Wednesday,FALSE
2521,XAGMG,1,C560,38000,JAN,Green,NO,Jackson,Mississippi,1,10-11-24 1:42,Wednesday,FALSE
2522,FLX803,1,FLX803,3000,TPA,Green,NO,Tampa,Florida,4,10-11-24 4:41,Wednesday,FALSE
2523,OMAHA20,1,HELO,1500,MFE,Green,NO,McAllen,Texas,4,10-11-24 4:54,Wednesday,FALSE
2524,PDT4160,1,DH8A,4000,PHL,Green,NO,Philadelphia,Pennsylvania,0,10-11-25 0:07,Thursday,TRUE
2525,LOF8070,1,E145,3000,IAD,Green,NO,Washington,District of Columbia,1,10-11-25 1:20,Thursday,TRUE
2526,SWA416,1,B735,8000,SDL,Green,NO,Scottsdale ,Arizona,5,10-11-25 5:40,Thursday,TRUE
2527,AAL904,1,B762,3200,MIA,Green,NO,Miami,Florida,10,10-11-25 10:48,Thursday,TRUE
2528,N163JB,1,C182,500,OCF,Green,NO,Ocala,Florida,23,10-11-25 23:38,Thursday,TRUE
2529,AAL2004,1,B752,10000,MIA,Green,NO,Miami,Florida,0,10-11-25 0:25,Thursday,TRUE
2530,TCF7501,1,E170,10000,MIA,Green,NO,Miami,Florida,0,10-11-25 0:26,Thursday,TRUE
2531,N900GW,1,C525,3000,MLB,Green,NO,Melbourne,Florida,0,10-11-25 0:54,Thursday,TRUE
2532,EGF2721,1,E135,2400,ABI,Green,NO,Abilene,Texas,0,10-11-26 0:45,Friday,FALSE
2533,N1424U,1,C172,9000,FAK,Green,NO,Flat Rock,Virginia,22,10-11-26 22:47,Friday,FALSE
2534,OPT910,1,E135,UNKN,DTS,Green,NO,Destin,Florida,2,10-11-27 2:28,Saturday,FALSE
2535,ASA971,1,B737,13000,DVO,Green,NO,Novato,California,2,10-11-27 2:45,Saturday,FALSE
2536,WESTAIR 7771,1,C208,6000,DVO,Green,NO,Novato,California,2,10-11-27 2:45,Saturday,FALSE
2537,QXE563,1,DHC8,7000,JMC,Green,NO,Sausalito,California,2,10-11-27 2:45,Saturday,FALSE
2538,AAL850,1,B737,2500,DCA,Green,,,,3,10-12-27 3:17,Monday,FALSE
2539,CHQ6028,1,E145,3500,BDL,Green,NO,Windsor Locks,Connecticut,3,10-11-27 3:45,Saturday,FALSE
2540,RPA1735,1,E170,10000,AUS,Green,NO,Austin,Texas,5,10-11-27 5:20,Saturday,FALSE
2541,KAP381,1,C402,5000,STL,Green,NO,St. Louis,Missouri,5,10-11-27 5:21,Saturday,FALSE
2542,SWA723,1,B737,1100,HOU,Green,NO,Houston,Texas,5,10-11-27 5:21,Saturday,FALSE
2543,EAGLE1,1,HELO,3500,SNA,Green,NO,Santa Ana,California,8,10-11-27 8:30,Saturday,FALSE
2544,COA119,1,B735,6000,EWR,Blue,NO,Newark,New Jersey,17,10-11-27 17:55,Saturday,FALSE
2545,ACA584,1,E170,2100,EWR,Green,NO,Newark,New Jersey,0,10-11-28 0:10,Sunday,FALSE
2546,COA1186,1,B735,2200,EWR,Green,NO,Newark,New Jersey,1,10-11-28 1:12,Sunday,FALSE
