"","Salary","Born","City","Pr.St","Cntry","Nat","Ht","Wt","DftYr","DftRd","Ovrl","Hand","Last.Name","First.Name","Position","GP","G","A","A1","A2","PTS","X...","E...","PIM","Shifts","TOI","TOIX","TOI.GP","TOI.GP.1","TOI.","IPP.","SH.","SV.","PDO","F.60","A.60","Pct.","Diff","Diff.60","iCF","iCF.1","iFF","iSF","iSF.1","iSF.2","ixG","iSCF","iRB","iRS","iDS","sDist","sDist.1","Pass","iHF","iHF.1","iHA","iHDf","iMiss","iGVA","iTKA","iBLK","iGVA.1","iTKA.1","iBLK.1","BLK.","iFOW","iFOL","iFOW.1","iFOL.1","FO.","X.FOT","dzFOW","dzFOL","nzFOW","nzFOL","ozFOW","ozFOL","FOW.Up","FOL.Up","FOW.Down","FOL.Down","FOW.Close","FOL.Close","OTG","X1G","GWG","ENG","PSG","PSA","G.Bkhd","G.Dflct","G.Slap","G.Snap","G.Tip","G.Wrap","G.Wrst","CBar","Post","Over","Wide","S.Bkhd","S.Dflct","S.Slap","S.Snap","S.Tip","S.Wrap","S.Wrst","iPenT","iPenD","iPENT","iPEND","iPenDf","NPD","Min","Maj","Match","Misc","Game","CF","CA","FF","FA","SF","SA","xGF","xGA","SCF","SCA","GF","GA","RBF","RBA","RSF","RSA","DSF","DSA","FOW","FOL","HF","HA","GVA","TKA","PENT","PEND","OPS","DPS","PS","OTOI","Grit","DAP","Pace","GS","GS.G","TrainTest","undrafted","ANA","FLA","N.J","VAN","ARI","CGY","MIN","NYR","TOR","BOS","WPG","BUF","CAR","OTT","PIT","STL","CBJ","DAL","CHI","COL","MTL","NSH","S.J","DET","EDM","L.A","T.B","NYI","PHI","WSH","C","D","LW","RW","birth_year","birth_month","birth_day","born_AUT","born_CAN","born_CHE","born_CZE","born_DEU","born_DNK","born_EST","born_FIN","born_FRA","born_GBR","born_HRV","born_ITA","born_LVA","born_NOR","born_RUS","born_SVK","born_SWE","born_USA","born_SVN","nation_AUT","nation_CAN","nation_CHE","nation_CZE","nation_DEU","nation_DNK","nation_FIN","nation_FRA","nation_GBR","nation_HRV","nation_LVA","nation_NOR","nation_RUS","nation_SVK","nation_SWE","nation_USA","nation_SVN"
"573",6e+06,"91-11-14","Calgary","AB","CAN","CAN",73,201,2010,1,1,"L","Hall","Taylor","LW/C",72,20,33,22,11,53,-9,3.2,32,1628,83510,1359.5,19.32,19.18,33.2,76.8,8.5,0.927,1012,3.05,1.94,61.1,25,1.1,390,391,301,237,238,238,24.5,93,10,16,26,27.5,25.6,469,59,58,138,-80,64,44,43,31,44,43,31,3,8,10,8,10,44.4,1.3,1,1,0,3,7,6,3,2,1,4,5,7,2,2,4,3,0,1,2,0,0,6,2,0,10,0,2,4,58,18,0,22,77,11,3,107,15,24,13,22,9,6.3,15,0,0,0,0,1408,1048,1093,802,810,604,75.7,45.8,264,141,69,44,42,21,44,45,86,66,720,709,375,483,183,129,71,87,4.3,1.7,5.9,2737.48,122,6.8,108.4,62.1,0.87,"train",FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1991,11,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574",2500000,"93-10-06","Nizhnekamsk","INT","RUS","RUS",71,195,2012,1,1,"L","Yakupov","Nail","RW/LW",40,3,6,3,3,9,-3,3.3,14,616,25553,426,10.67,10.65,21.8,52.9,8.5,0.903,988,2.39,2.39,50,0,0,68,68,53,35,35,35,3.5,11,2,3,5,26.9,24.9,66.2,32,32,31,1,18,3,11,8,3,11,8,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,17,7,0,4,1,0,2,21,7,9,7,8,2,1.1,7,0,0,0,0,366,338,276,244,201,176,16.1,12.4,49,36,17,17,16,8,15,10,31,18,175,172,162,180,42,44,28,25,0.1,0.4,0.5,1529.78,54,6.1,99.2,10.2,0.26,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1993,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"575",667500,"94-04-03","Chicago","IL","USA","USA",69,173,2012,6,169,"R","Hinostroza","Vinnie","LW/C",49,6,8,4,4,14,-1,-5.6,17,766,35216,586.5,11.98,11.98,23,77.8,6.4,0.94,1004,1.84,1.94,48.6,-1,-0.1,132,132,100,76,76,76,7.9,28,9,6,15,28.6,26.8,110.1,31,31,67,-36,24,15,27,19,15,27,19,3.4,68,103,68,103,39.8,32.9,17,23,25,43,26,37,13,28,19,35,53,68,0,0,2,0,0,0,1,1,0,0,0,0,4,0,0,1,23,2,1,6,6,2,0,59,7,9,6,9,2,4.2,6,1,0,0,0,517,565,376,432,282,319,23.9,25.9,78,89,18,19,19,15,23,44,42,59,234,285,173,303,115,81,22,28,0.6,0.5,1.1,1965.44,68,9.7,110.7,13.2,0.27,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1994,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"576",3700000,"85-02-27","Shaunavon","SK","CAN","CAN",77,223,2003,1,8,"L","Coburn","Braydon","D",80,5,7,4,3,12,-1,-1.1,50,1757,80335,1335.7,16.73,16.72,30.9,27.9,7.2,0.921,993,1.93,2.52,43.4,-13,-0.58,220,220,142,102,102,102,4.6,7,8,10,18,52.3,46.8,105.9,109,109,98,11,40,35,6,76,35,6,76,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,10,29,12,0,36,12,1,0,41,22,7,21,3,-15,-8.3,20,2,0,0,0,1085,1273,811,972,594,707,48.3,57.2,137,175,43,56,52,39,59,62,111,101,514,642,550,562,201,140,110,77,0.2,3,3.2,2991.75,237,5.8,105.9,18.6,0.23,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1985,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577",650000,"92-05-29","Bloomfield Hills","MI","USA","USA",73,210,2010,2,47,"R","Brown","Patrick","C",14,0,0,0,0,0,-6,-2.8,0,189,8160,136,9.72,9.72,18.9,0,2.3,0.87,893,0.44,3.09,12.5,-6,-2.65,22,22,18,12,12,12,1,2,0,2,2,34.4,33.9,0,30,30,18,12,6,3,2,5,3,2,5,4.1,9,6,9,6,60,15.2,1,1,3,4,5,1,0,0,4,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,4,2,1,0,4,0,0,0,0,0,0,0,0,0,0,0,98,122,67,84,44,54,3.8,5.1,15,17,1,7,1,4,7,7,8,11,49,50,91,74,11,17,3,3,-0.4,-0.1,-0.5,582.41,35,0,97.1,-1,-0.07,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1992,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"578",925000,"97-01-30","Boston","MA","USA","USA",72,183,2015,1,21,"R","White","Colin","C/D",2,0,0,0,0,0,0,-0.3,0,34,1645,27.4,13.72,13.71,24.3,0,11.1,1,1111,2.19,0,100,1,2.19,2,2,2,1,1,1,0.1,1,0,0,0,33,24.1,0,0,0,0,0,1,0,1,1,0,1,1,4.8,7,14,7,14,33.3,91.3,1,4,3,4,3,6,0,0,6,14,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27,21,17,15,9,8,1.2,1,5,4,1,0,0,2,0,1,0,3,8,15,8,5,1,2,0,2,-0.1,0,0,85.45,1,0,105,0.1,0.03,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1997,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"579",832500,"95-07-12","Lac-Beauport","QC","CAN","CAN",78,202,2013,1,11,"L","Morin","Samuel","D",1,0,0,0,0,0,0,0.2,0,24,1067,17.8,17.78,17.78,34.1,0,0,1,1000,0,0,0,0,0,4,4,3,2,2,2,0.1,0,0,0,0,46,49.1,0,7,7,2,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,14,9,12,8,8,5,0.7,0.7,2,4,0,0,1,0,0,0,1,0,5,4,12,7,1,1,0,0,0,0,0,34.29,7,0,77.6,0.5,0.5,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995,7,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"580",667500,"92-06-08","Winchester","MA","USA","USA",68,175,2010,2,47,"L","Sheary","Conor","LW",61,23,30,12,18,53,24,13.2,22,1290,58332,967.5,15.93,15.91,29.2,75.7,11.1,0.929,1039,4.34,2.17,66.7,35,2.17,246,246,198,156,154,156,17.9,73,19,13,32,23.1,20.4,182.6,29,29,95,-66,42,25,26,23,25,26,23,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,0,0,0,0,2,3,4,0,13,1,2,0,39,18,1,4,23,10,1,97,11,14,10,13,3,2.4,11,0,0,0,0,1099,861,839,652,633,491,63.8,44.5,241,150,70,35,58,44,46,41,104,85,498,542,338,480,149,111,51,65,5.7,1.7,7.3,2342.99,74,5,121.5,57,0.93,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1992,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"581",832500,"94-03-25","Sudbury","ON","CAN","CAN",74,217,2012,1,26,"L","Gaunce","Brendan","C/LW",57,0,5,2,3,5,-2,-0.5,33,821,32460,540.7,9.5,9.49,17.9,41.7,4.9,0.939,988,1.33,1.78,42.9,-4,-0.44,81,81,64,51,51,51,3.5,10,4,3,7,29.9,28.2,82.9,94,94,34,60,13,6,11,12,6,11,12,2.5,84,80,84,80,51.2,37,29,27,31,32,24,21,21,23,26,30,54,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,5,2,0,3,0,3,38,11,5,10,5,-6,-5,9,1,0,1,0,452,473,331,359,245,262,17.8,22.6,52,77,12,16,17,21,20,14,37,35,228,215,308,243,56,46,40,39,-1,0.6,-0.3,2486.57,140,11.7,102.7,7.4,0.13,"train",FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1994,3,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582",7e+06,"80-09-26","Ornskoldsvik","INT","SWE","SWE",73,190,1999,1,2,"L","Sedin","Daniel","LW",82,15,29,22,7,44,-16,-12,32,1924,90456,1499.7,18.38,18.35,31.3,71,7.9,0.916,995,2.48,2.32,51.7,4,0.16,345,345,285,216,216,216,18.5,62,5,11,16,31.6,29.6,492.3,20,20,74,-54,69,30,26,18,30,26,18,1.6,3,3,3,3,50,0.4,0,2,1,1,2,0,0,2,2,0,2,3,1,4,3,0,0,0,0,0,3,3,1,0,8,0,5,4,60,14,8,30,23,8,1,132,16,8,16,9,-8,-4.2,16,0,0,0,0,1475,1145,1075,902,781,688,67.6,58.1,237,194,62,58,41,33,42,53,83,86,774,738,259,446,182,119,64,58,2.4,1.3,3.8,3288.16,70,2.9,104.8,43.6,0.53,"train",FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1980,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"583",925000,"98-04-19","Tampere","INT","FIN","FIN",77,206,2016,1,2,"R","Laine","Patrik","RW",73,36,28,13,15,64,7,-2.9,26,1633,78457,1288.1,17.92,17.82,32.3,70.3,13.1,0.903,1034,4.24,2.75,60.7,32,1.49,349,360,276,198,204,204,14.6,32,4,27,31,39.9,37.6,181.4,80,80,61,19,80,55,43,33,55,43,33,3.1,0,3,0,3,0,0.3,0,1,0,0,0,2,0,1,0,1,0,1,1,5,5,3,0,0,0,0,8,8,2,0,18,1,4,19,56,4,1,50,36,5,0,108,13,13,13,10,0,-0.6,13,0,0,0,0,1281,1059,980,799,693,606,69.2,49.7,224,179,91,59,49,35,83,78,132,113,568,620,421,359,194,176,78,87,7.4,1.5,8.9,2705.08,139,9.5,109,57.4,0.8,"train",FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,4,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"584",925000,"97-04-06","Brno","INT","CZE","CZE",75,210,2015,1,6,"L","Zacha","Pavel","C",70,8,16,11,5,24,-17,-4.1,19,1299,60093,997.6,14.45,14.34,25.8,75,6.8,0.918,986,1.92,2.29,45.7,-6,-0.36,123,126,107,81,83,83,7.7,26,6,5,11,29.7,26.6,319.1,54,54,58,-4,27,26,16,24,26,16,24,3,184,273,180,265,40.3,52.4,49,71,63,91,71,111,51,69,78,120,111,166,0,2,2,0,0,0,2,1,0,4,0,0,1,0,2,4,21,11,1,3,26,2,0,40,8,16,6,15,8,8.6,7,1,0,0,0,805,796,639,621,469,463,40.7,38.4,125,117,32,38,23,22,22,34,45,56,378,471,320,349,117,90,53,49,0.8,0.8,1.5,2876.3,98,10,96.3,18.2,0.26,"train",FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,4,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"585",3750000,"93-07-11","Pittsburgh","PA","USA","USA",70,182,2011,3,64,"R","Trocheck","Vincent","C/RW",82,23,31,16,15,54,-13,-1.7,43,2101,102473,1705.5,20.82,20.81,34.5,68.4,8.2,0.892,974,2.78,3.2,46.5,-12,-0.42,424,423,337,230,230,230,22.3,66,12,24,36,31,28.1,332.8,164,164,131,33,107,69,63,51,69,63,51,3.6,835,829,835,829,50.2,91.2,293,300,267,243,275,286,261,273,237,259,544,496,1,4,2,3,0,1,0,0,5,5,1,0,12,0,5,8,94,22,1,37,54,14,1,101,20,33,19,30,13,11.5,19,1,0,0,0,1773,1424,1347,1121,966,845,81.6,70.5,243,239,79,91,54,40,75,78,129,118,924,901,477,485,322,198,101,108,3.8,1.7,5.5,3238.07,259,11.9,112.5,67.8,0.83,"train",FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1993,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"586",6e+06,"83-03-20","Kitchener","ON","CAN","CAN",72,202,2002,8,241,"R","Wideman","Dennis","D",57,5,13,6,7,18,-6,1.4,32,1500,69185,1152.1,20.23,20.23,34.7,41.9,8.7,0.898,985,2.24,3.02,42.6,-15,-0.78,190,191,116,86,87,87,4,5,1,6,7,48.7,44.6,107,61,61,78,-17,30,49,21,74,49,21,74,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,3,0,0,10,20,0,0,45,4,0,0,38,12,7,12,5,-5,-1.5,11,0,0,1,0,955,1022,688,780,494,566,43.3,53.2,138,174,43,58,27,44,45,67,72,111,532,594,347,304,209,155,79,75,1,2.2,3.2,2164.19,167,7.5,103,19.3,0.34,"train",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1983,3,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"587",750000,"93-03-31","Aurora","ON","CAN","CAN",71,185,2011,1,12,"R","Murphy","Ryan","D",27,0,2,1,1,2,-11,-3.3,8,453,21339,344.3,13.17,13.03,26,40,3.5,0.904,939,0.87,2.61,25,-10,-1.74,41,41,24,17,17,17,0.8,0,0,2,2,46.7,46.9,0,2,2,29,-27,7,8,11,31,8,9,30,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,11,3,0,0,3,4,4,3,4,0,2.8,4,0,0,0,0,293,313,204,232,144,156,13.9,13.8,44,39,5,15,14,15,20,16,34,31,151,143,132,162,33,54,14,11,-0.2,0,-0.3,981.2,41,3.3,105.6,1.1,0.04,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,3,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588",7e+06,"90-01-18","King City","ON","CAN","CAN",75,205,2008,1,4,"R","Pietrangelo","Alex","D",80,14,34,17,17,48,3,3.9,24,2468,121353,2012.7,25.28,25.24,42.1,45.7,10.7,0.911,1018,3.13,2.68,53.8,15,0.45,335,335,240,181,181,181,8.8,13,6,8,14,50.3,43.5,245.9,38,38,130,-92,59,27,53,158,27,53,158,8.5,0,1,0,1,0,0.1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,4,1,0,0,1,0,3,1,1,0,8,1,1,8,49,5,0,61,19,1,1,94,12,7,12,6,-5,5.1,12,0,0,0,0,1777,1858,1334,1367,982,1008,86,87,277,271,105,90,73,69,63,61,136,130,1016,947,600,673,160,212,114,94,4.4,4.8,9.2,2769.25,220,7.6,108.4,55.7,0.7,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589",640000,"96-10-08","Quebec City","QC","CAN","CAN",71,174,2015,4,115,"R","Carrier","Alex","D",2,0,0,0,0,0,1,0.1,0,33,1247,20.8,10.4,10.39,20.9,0,14.3,1,1143,2.89,0,100,1,2.89,1,1,1,1,1,1,0.1,0,0,0,0,51,0,0,0,0,5,-5,0,0,0,1,0,0,1,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,15,16,12,11,7,9,0.8,0.7,0,0,1,0,1,0,0,1,1,1,7,6,10,12,1,1,2,0,0,0.1,0.1,78.43,1,0,89.5,0,-0.01,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1996,10,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"590",3e+06,"88-08-05","Fergus","ON","CAN","CAN",73,205,2006,2,36,"L","McGinn","Jamie","LW/RW",72,9,8,4,4,17,-23,-10.9,23,1284,56906,946.6,13.17,13.16,24.6,60.7,6.1,0.914,975,1.77,2.79,38.9,-16,-1.01,173,173,150,116,116,116,13.1,51,20,7,27,28.9,25.5,110.8,116,116,69,47,34,27,5,18,27,5,18,1.9,1,2,1,2,33.3,0.3,1,0,0,1,0,1,0,0,0,1,1,1,0,1,2,0,0,0,0,0,1,2,2,0,4,0,1,1,32,11,2,14,8,11,3,67,10,10,10,9,0,0,9,1,0,0,0,843,938,641,735,460,511,40,42.7,134,143,28,44,52,30,27,38,79,68,422,487,445,343,125,77,50,43,0.2,0.2,0.4,2902.51,158,13.4,112.9,10.6,0.15,"train",FALSE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1988,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"591",925000,"94-10-23","Farevejle","INT","DNK","DNK",73,182,2013,2,45,"R","Sorensen","Nick","RW",5,0,1,0,1,1,-1,-1.1,2,82,3267,54.4,10.88,10.88,22.3,100,3.2,0.926,958,1.1,2.21,33.3,-1,-1.1,9,9,8,7,7,7,0.4,1,1,0,1,52,50.2,0,2,2,6,-4,1,0,0,3,0,0,3,6.1,1,0,1,0,100,2.4,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,5,1,0,1,0,-1,-0.9,1,0,0,0,0,50,49,39,35,31,27,1.9,1.9,5,7,1,2,3,0,1,1,4,1,26,16,29,24,4,2,3,1,0,0,0,189.25,7,2,109.2,0.7,0.14,"train",FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994,10,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"592",925000,"97-05-26","Coquitlam","BC","CAN","CAN",72,182,2015,1,16,"R","Barzal","Mathew","C",2,0,0,0,0,0,-2,-1.8,6,32,1170,19.5,9.75,9.75,16.7,0,0,0.857,857,0,6.16,0,-2,-6.16,0,0,0,0,0,0,0,0,0,0,0,0,29.2,0,1,1,1,0,0,0,0,0,0,0,0,0,6,7,6,7,46.2,86.7,1,2,2,3,3,2,1,1,2,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,-3,-3,3,0,0,0,0,12,28,11,18,8,14,0.5,1.5,1,5,0,2,0,3,0,1,0,4,7,8,8,7,5,4,3,0,-0.1,-0.1,-0.1,96.95,7,0.3,123.2,-1.6,-0.81,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1997,5,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593",3e+06,"90-10-13","G_vle","INT","SWE","SWE",74,196,2009,2,39,"R","Silfverberg","Jakob","RW/LW",79,23,26,15,11,49,10,8.2,20,1998,87616,1454.7,18.48,18.46,31.2,74.2,8.6,0.924,1010,2.72,2.23,55,12,0.49,383,383,303,227,227,227,23.2,87,17,31,48,28.9,27.4,290.6,47,47,138,-91,76,38,46,46,38,46,46,3.4,1,6,1,6,14.3,0.5,0,0,0,1,1,5,0,2,1,2,1,4,0,5,5,1,0,0,3,0,3,4,2,1,10,0,7,3,66,15,0,25,31,15,6,135,10,17,10,13,7,3.8,10,0,0,0,0,1442,1352,1092,1029,770,712,76.4,71.7,275,247,66,54,64,56,75,55,139,111,836,608,467,468,210,118,89,87,4,2.1,6.1,3201.68,113,9.3,115.2,57.9,0.73,"train",FALSE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1990,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"594",3750000,"92-05-13","Winnipeg","MB","CAN","CAN",75,206,2010,6,178,"R","Stone","Mark","RW",71,22,32,17,15,54,12,6.3,25,1610,79072,1313.6,18.57,18.54,32.3,63.5,10.5,0.912,1017,3.88,2.06,65.4,40,1.83,229,229,188,134,134,134,16,55,22,13,35,28,24,269.1,43,43,67,-24,54,47,96,53,47,96,53,5.3,10,15,10,15,40,1.8,1,0,1,2,8,13,1,1,4,5,7,9,0,2,5,2,0,0,3,0,3,2,1,2,11,0,1,9,44,16,2,13,21,10,3,69,11,21,11,19,10,10.7,10,1,0,0,0,1513,999,1125,728,806,510,70.9,45.4,206,155,85,45,78,37,94,62,172,99,721,649,444,428,231,171,80,101,4.8,2.1,6.8,2758.76,122,13.9,114.7,60.7,0.85,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1992,5,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595",9500000,"86-07-31","Magnitogorsk","INT","RUS","RUS",75,195,2004,1,2,"L","Malkin","Evgeni","C/RW",62,33,39,26,13,72,18,6.2,77,1416,69263,1143.9,18.62,18.56,32.7,77.4,12.2,0.93,1052,4.88,1.99,71,55,2.88,315,314,250,193,191,192,21.6,81,16,11,27,25.7,23.5,350.8,40,40,84,-44,57,54,52,25,54,52,25,2.7,365,481,365,481,43.1,72.2,57,97,132,185,176,199,110,152,139,156,217,305,1,5,6,0,0,0,2,0,6,5,3,1,15,0,3,9,45,17,2,34,31,13,2,92,36,22,33,14,-14,-16.3,35,1,0,0,0,1332,939,1009,707,763,545,76.9,44.8,263,147,93,38,63,46,35,47,98,93,534,638,440,499,176,121,84,74,8.4,1.6,9.9,2356.8,143,2.6,119.1,69.7,1.12,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1986,7,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
