"","Salary","Born","City","Pr.St","Cntry","Nat","Ht","Wt","DftYr","DftRd","Ovrl","Hand","Last.Name","First.Name","Position","GP","G","A","A1","A2","PTS","X...","E...","PIM","Shifts","TOI","TOIX","TOI.GP","TOI.GP.1","TOI.","IPP.","SH.","SV.","PDO","F.60","A.60","Pct.","Diff","Diff.60","iCF","iCF.1","iFF","iSF","iSF.1","iSF.2","ixG","iSCF","iRB","iRS","iDS","sDist","sDist.1","Pass","iHF","iHF.1","iHA","iHDf","iMiss","iGVA","iTKA","iBLK","iGVA.1","iTKA.1","iBLK.1","BLK.","iFOW","iFOL","iFOW.1","iFOL.1","FO.","X.FOT","dzFOW","dzFOL","nzFOW","nzFOL","ozFOW","ozFOL","FOW.Up","FOL.Up","FOW.Down","FOL.Down","FOW.Close","FOL.Close","OTG","X1G","GWG","ENG","PSG","PSA","G.Bkhd","G.Dflct","G.Slap","G.Snap","G.Tip","G.Wrap","G.Wrst","CBar","Post","Over","Wide","S.Bkhd","S.Dflct","S.Slap","S.Snap","S.Tip","S.Wrap","S.Wrst","iPenT","iPenD","iPENT","iPEND","iPenDf","NPD","Min","Maj","Match","Misc","Game","CF","CA","FF","FA","SF","SA","xGF","xGA","SCF","SCA","GF","GA","RBF","RBA","RSF","RSA","DSF","DSA","FOW","FOL","HF","HA","GVA","TKA","PENT","PEND","OPS","DPS","PS","OTOI","Grit","DAP","Pace","GS","GS.G","TrainTest","undrafted","ANA","FLA","N.J","VAN","ARI","CGY","MIN","NYR","TOR","BOS","WPG","BUF","CAR","OTT","PIT","STL","CBJ","DAL","CHI","COL","MTL","NSH","S.J","DET","EDM","L.A","T.B","NYI","PHI","WSH","C","D","LW","RW","birth_year","birth_month","birth_day","born_AUT","born_CAN","born_CHE","born_CZE","born_DEU","born_DNK","born_EST","born_FIN","born_FRA","born_GBR","born_HRV","born_ITA","born_LVA","born_NOR","born_RUS","born_SVK","born_SWE","born_USA","born_SVN","nation_AUT","nation_CAN","nation_CHE","nation_CZE","nation_DEU","nation_DNK","nation_FIN","nation_FRA","nation_GBR","nation_HRV","nation_LVA","nation_NOR","nation_RUS","nation_SVK","nation_SWE","nation_USA","nation_SVN"
"115",925000,"97-09-17","Scottsdale","AZ","USA","USA",75,216,2016,1,1,"L","Matthews","Auston","C",82,40,29,20,9,69,2,7.6,14,1894,86745,1440.5,17.53,17.58,31.1,81.2,9.6,0.923,1018,3.54,2.21,61.6,32,1.33,474,476,387,278,279,279,34.1,133,23,35,58,25,23.7,277.5,21,21,59,-1,110,44,76,61,44,74,61,4.8,530,602,526,596,46.8,84.1,95,124,190,208,243,265,195,229,158,186,309,352,1,14,8,1,0,0,5,0,0,10,6,0,19,0,6,15,89,36,1,6,98,17,10,111,6,22,8,21,16,11.5,6,0,0,0,0,1677,1261,1264,970,890,687,91.7,59.6,333,209,85,53,54,41,96,71,150,112,622,712,381,661,228,208,79,94,8.2,1.5,9.7,3190.76,96,16.2,122.4,77.9,0.95,"train",FALSE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1997,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"116",7450000,"89-12-08","London","ON","CAN","CAN",73,195,2008,1,2,"R","Doughty","Drew","D",82,12,32,16,16,44,8,10.4,46,2657,133550,2218.9,27.15,27.12,44.9,45.4,8.2,0.922,1005,2.62,1.97,57.1,24,0.65,365,365,245,181,181,181,9.7,18,7,12,19,48,44.6,289.3,129,129,130,-1,64,86,24,109,86,24,109,6.1,1,0,1,0,100,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,8,2,0,0,2,2,1,2,59,7,0,97,15,2,0,60,23,15,22,11,-8,1.7,23,0,0,0,0,2308,1781,1668,1372,1181,941,109.4,91,375,313,97,73,100,74,103,96,203,170,1242,1196,926,794,321,144,111,127,3.4,7.2,10.5,2726.66,284,6.7,110.6,64.6,0.79,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1989,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",5400000,"94-10-27","Turku","INT","FIN","FIN",76,203,2013,1,8,"R","Ristolainen","Rasmus","D",79,6,39,17,22,45,-9,-4.4,58,2341,125458,2073.2,26.47,26.39,43.8,45,9.4,0.922,1016,2.89,2.89,50,0,0,359,359,247,186,186,186,9.1,14,10,9,19,52.9,46.3,279.9,195,195,135,60,61,59,25,161,59,25,161,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,2,1,1,0,1,0,2,2,57,8,1,63,20,2,3,89,18,12,16,9,-6,0.7,14,2,0,2,0,1876,2273,1450,1765,1065,1276,97.8,108,342,331,100,100,77,88,104,80,181,168,1114,1085,772,608,253,187,101,110,3.1,4.5,7.6,2657.72,416,15.7,120.1,30.2,0.38,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994,10,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"118",750000,"95-03-22","Delta","BC","CAN","CAN",69,179,2013,2,43,"L","Petan","Nic","LW/C",54,1,12,8,4,13,-13,-2.2,12,805,35316,574.9,10.9,10.82,20.5,56.5,8.4,0.91,994,2.4,2.19,52.3,2,0.21,106,108,82,56,57,57,7.7,31,7,7,14,27.1,25.3,185.5,12,12,33,-21,27,18,16,10,18,16,10,2.4,145,170,143,169,46,67.1,39,42,59,77,47,51,35,50,60,73,96,90,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,3,22,3,0,6,10,3,1,34,6,4,5,2,-2,1.5,6,0,0,0,0,538,416,386,306,274,233,28.2,18.1,95,55,23,21,18,13,33,30,51,43,217,248,249,216,88,60,33,35,-0.1,0,-0.1,2232.96,34,4.7,99.6,9.6,0.18,"train",FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1995,3,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",575000,"92-10-14","St. Louis","MO","USA","USA",76,224,2011,2,34,"R","Mayfield","Scott","D",25,2,7,3,4,9,-1,-0.9,35,430,21210,353.4,14.13,14.14,27.2,45,11,0.887,997,3.4,3.57,48.8,-1,-0.17,80,80,55,39,39,39,2,4,2,6,8,47.2,45.8,55,37,37,34,3,16,11,8,36,11,8,36,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,2,2,11,1,0,10,11,0,0,17,9,3,7,3,-6,-1.3,5,3,0,1,0,351,338,256,246,182,186,17.8,15,68,52,20,21,15,9,20,16,35,25,150,168,190,157,60,49,21,19,0.8,0.5,1.3,943.99,111,9,117,10.2,0.41,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1992,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"120",925000,"96-05-10","Syracuse","NY","USA","USA",76,222,2014,1,18,"R","Tuch","Alex","RW",6,0,0,0,0,0,-3,0.1,0,86,3853,64.2,10.7,10.7,20.5,0,2.9,0.889,917,0.93,3.74,20,-3,-2.8,15,15,10,8,8,8,0.9,4,1,1,2,22.4,23.9,0,5,5,8,-3,2,0,2,7,0,2,7,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,66,64,49,45,35,36,3.3,2.2,13,8,1,4,2,1,5,2,7,3,29,32,19,33,8,5,1,6,-0.2,-0.1,-0.3,248.7,12,0,121.5,0.6,0.1,"train",FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1996,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"121",925000,"93-07-13","Chicago","IL","USA","USA",74,193,2011,4,98,"L","Reilly","Mike","D",17,1,0,0,0,1,1,1.7,2,270,12629,210.4,12.38,12.38,23.2,11.1,7.3,0.923,996,2.57,2.28,52.9,1,0.29,47,47,30,19,19,19,0.9,0,2,1,3,50.6,40.3,0,2,2,21,-19,11,6,0,8,6,0,8,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,1,0,5,1,0,0,12,1,2,1,1,1,1.2,1,0,0,0,0,225,186,169,143,123,104,10,6.5,29,11,9,8,8,4,7,8,15,12,100,74,60,103,29,20,16,14,0,0.4,0.4,697.65,12,2,117.2,3.1,0.18,"train",FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"122",3e+06,"81-04-11","Pincourt","QC","CAN","CAN",73,197,2010,2,47,"L","Burrows","Alex","LW/RW",75,15,16,10,6,31,3,-5.5,62,1587,65910,1096.3,14.63,14.63,26.2,68.9,8.8,0.913,1000,2.46,2.85,46.4,-7,-0.38,237,237,180,143,143,143,12,46,6,16,22,33,29.1,216.9,68,68,75,-7,37,19,35,34,19,35,34,3.2,5,9,5,9,35.7,1.2,0,1,1,1,4,7,2,0,1,4,4,9,0,2,2,3,0,0,2,0,2,2,0,0,9,0,4,2,31,12,6,18,15,7,1,84,20,18,17,13,-2,-2.5,16,2,0,2,0,918,1065,684,814,514,597,41.8,53.6,145,180,45,52,28,38,61,32,89,70,564,560,383,382,133,136,59,58,2.1,1.5,3.6,3090.72,166,6.4,108.5,30.5,0.41,"train",TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1981,4,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",650000,"92-07-18","Wisconsin Rapids","WI","USA","USA",73,190,2010,2,47,"R","Nelson","Casey","D",11,0,0,0,0,0,-3,-0.5,4,217,8319,138.2,12.6,12.59,23.5,0,4.7,0.924,971,1.3,2.17,37.5,-2,-0.87,19,19,12,10,10,10,0.3,0,0,1,1,54.1,45.2,0,15,15,16,-1,2,1,0,5,1,0,5,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2,0,0,3,2,0,2,0,-2,-1.3,2,0,0,0,0,119,108,87,87,64,66,4.4,5.6,12,18,3,5,1,4,4,3,5,7,73,73,61,64,13,10,14,9,-0.2,0.1,-0.1,448.78,24,7.5,98.6,1,0.09,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"124",575000,"90-07-03","Vasteras","INT","SWE","SWE",75,205,2010,2,47,"L","Rasmussen","Dennis","C",68,4,4,4,0,8,-4,1.3,12,1256,48254,803.8,11.83,11.83,21.7,44.4,5.3,0.927,981,1.34,2.39,36,-14,-1.05,114,114,91,77,77,77,6.3,21,4,9,13,29.8,26,144.5,61,61,122,-61,14,19,25,49,19,25,49,5.7,165,205,165,205,44.6,44.8,63,96,57,53,45,56,49,67,49,62,119,130,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,3,11,11,1,3,4,5,2,51,6,13,6,9,7,-0.2,6,0,0,0,0,615,860,442,586,338,440,25.8,36.5,80,134,18,32,20,28,36,38,56,66,390,435,255,423,132,85,40,33,-0.9,0.6,-0.4,2908.9,122,14.3,110.1,11.7,0.17,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1990,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"125",725000,"87-03-15","Moorhead","MN","USA","USA",74,190,2005,4,97,"L","VandeVelde","Chris","C/LW",81,6,9,3,6,15,-5,-3.3,16,1372,56187,935.2,11.57,11.56,21.5,83.3,5.8,0.909,966,1.15,2.82,29,-26,-1.67,121,121,88,69,69,69,6.4,22,8,11,19,31.7,29.1,115.8,114,114,131,-17,19,12,14,60,12,14,60,5.9,22,20,24,20,52.4,5.7,4,7,8,7,10,6,5,3,12,6,16,16,0,0,0,1,0,0,1,2,0,1,1,0,1,0,1,3,15,8,7,1,15,5,2,31,8,13,8,11,5,3.7,8,0,0,0,0,615,1012,440,706,313,483,23.4,46.1,80,159,18,44,27,46,49,36,76,82,390,384,429,456,119,70,47,43,-0.3,1,0.7,3405.46,190,16,104.4,13.5,0.17,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1987,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"126",3e+06,"90-05-24","Borlange","INT","SWE","SWE",76,215,2009,4,102,"L","Ekholm","Mattias","D",82,3,20,6,14,23,4,6.4,34,2330,115415,1915.7,23.45,23.42,39.5,32.9,7.5,0.921,996,2.19,2.32,48.6,-4,-0.13,284,284,188,120,120,120,7.5,16,11,7,18,47.3,42.9,149.6,61,61,131,-70,68,66,38,108,66,38,108,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,3,7,58,11,2,47,12,0,2,46,17,12,17,10,-5,4.3,17,0,0,0,0,1749,1723,1315,1326,938,941,80.6,81.4,247,252,70,74,67,49,88,76,155,125,1012,964,600,629,243,226,99,122,0.5,4.1,4.6,2932.08,203,5.8,108.7,38.3,0.47,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1990,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"127",950000,"90-06-04","Prince George","BC","CAN","CAN",73,205,2010,2,47,"L","Manning","Brandon","D",65,3,9,4,5,12,-12,-2.9,83,1657,70419,1173.5,18.05,18.05,31.8,33.3,6.7,0.905,972,1.84,2.86,39.1,-20,-1.02,193,193,117,85,84,84,3.6,9,6,9,15,50.9,49,96.9,121,121,121,0,32,38,9,79,38,9,79,7.2,0,1,0,1,0,0.1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,3,28,2,0,30,17,0,0,35,27,16,27,15,-11,-6.7,18,9,0,0,0,1051,1094,749,804,534,587,42.2,54.8,144,196,36,56,39,53,58,65,97,118,598,496,612,561,168,107,74,77,0.2,1.9,2.1,2511.34,292,7.2,109.7,17.4,0.27,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",3e+06,"86-10-12","Charlottetown","PE","CAN","CAN",76,212,2005,2,55,"R","Mcquaid","Adam","D",77,2,8,4,4,10,4,4.4,71,1936,84300,1394.9,18.12,18.16,32.9,20.8,7.2,0.906,978,2.06,2.71,43.2,-15,-0.65,136,136,94,64,64,64,2.5,1,4,4,8,59.7,49.3,72.4,157,157,121,36,30,24,10,144,24,10,144,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,29,0,0,23,13,0,0,28,23,12,21,12,-11,-4.1,17,5,0,1,0,1264,1323,930,957,668,668,50.3,60.8,143,196,48,63,34,38,44,48,78,86,842,733,514,566,186,190,89,71,-0.4,3.7,3.3,2843.38,377,9.8,111.3,25.4,0.33,"train",FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1986,10,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",1250000,"90-07-02","Burnsville","MN","USA","USA",70,169,2010,2,47,"R","Brown","J.T.","RW",64,3,3,1,2,6,-7,-2.4,73,962,39824,663,10.37,10.37,19.3,54.5,4,0.92,960,1,2.44,28.9,-16,-1.45,116,116,88,67,67,67,6.2,19,4,12,16,33.3,30.9,47,103,103,56,47,21,11,8,25,11,8,25,3.9,12,26,12,26,31.6,6.2,3,4,5,10,4,12,5,13,4,7,6,14,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,5,15,5,0,4,8,3,0,47,22,10,18,7,-12,-10.1,14,7,0,1,0,515,635,385,472,274,338,20.9,24.7,58,69,11,27,20,18,30,33,50,51,298,318,391,287,67,63,71,44,-0.9,0.5,-0.4,2769.89,208,7.9,104.1,4.9,0.08,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1990,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"130",575000,"88-06-04","Pittsburgh","PA","USA","USA",73,196,2008,7,190,"L","Bartkowski","Matt","D",24,1,1,0,1,2,-4,-5.2,26,523,22158,368.9,15.38,15.38,28.5,15.4,8.7,0.913,1000,2.11,3.09,40.6,-6,-0.98,49,49,28,16,16,16,0.7,0,1,2,3,50.1,49.2,0,46,46,21,25,12,13,3,12,13,3,12,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,0,0,6,0,0,0,10,6,1,4,1,-5,-1.2,3,2,0,0,1,289,361,202,281,150,219,11,16.9,34,57,13,19,11,15,16,13,27,28,161,171,158,111,58,47,21,24,-0.1,0.5,0.4,924.83,86,16.3,105.7,-0.6,-0.03,"train",FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"131",6e+05,"89-11-01","Paris","ON","CAN","CAN",74,199,2008,2,45,"R","Dalpe","Zac","C",9,1,2,0,2,3,0,-0.5,9,121,4620,77,8.55,8.55,18.2,60,16.1,0.868,1030,3.9,3.9,50,0,0,14,14,11,8,8,8,0.5,2,0,1,1,30.6,30.1,0,5,5,4,1,3,0,3,5,0,3,5,7,27,32,27,32,45.8,88.1,6,7,13,19,8,6,8,10,10,12,13,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,7,3,2,2,2,-1,0,2,1,0,0,0,61,71,45,51,31,38,2.4,3.4,7,12,5,5,1,3,4,1,5,4,30,37,28,39,10,12,6,5,0.2,0.1,0.3,345.54,20,4,102.9,2.2,0.24,"train",FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1989,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",4e+06,"72-02-15","Kladno","INT","CZE","CZE",75,230,1990,1,5,"L","Jagr","Jaromir","RW",82,16,30,20,10,46,2,4.2,56,1727,83639,1387.9,17,16.98,30.5,60.5,8.2,0.921,1002,3.29,2.12,60.8,27,1.17,295,295,241,181,181,181,22.2,82,20,8,28,24.1,21.4,415.3,21,21,89,-68,60,44,40,4,44,40,4,0.4,1,1,1,1,50,0.1,0,0,1,1,0,0,0,1,0,0,1,0,0,6,2,0,0,0,1,0,2,2,3,0,8,1,3,5,51,20,3,14,23,21,4,96,28,21,28,15,-7,-5.2,28,0,0,0,0,1600,979,1257,806,931,618,82.6,48.4,259,152,76,49,67,48,53,44,120,92,654,728,300,424,225,161,92,84,3,1.9,4.9,3163.36,81,2.2,111.5,55.2,0.67,"train",FALSE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1972,2,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",575000,"87-01-01","Taber","AB","CAN","CAN",72,205,2005,1,8,"R","Setoguchi","Devin","RW",45,4,8,4,4,12,-5,4.2,14,784,33593,557.7,12.45,12.43,23.6,57.1,6.7,0.906,973,2.26,2.37,48.8,-1,-0.11,110,110,85,60,60,60,6.9,29,5,4,9,24.9,24.5,127.6,53,53,54,-1,25,19,15,10,19,15,10,2.2,2,2,2,2,50,0.8,1,0,0,0,1,2,0,1,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,3,21,9,2,2,9,3,1,34,7,11,7,11,4,3.3,7,0,0,0,0,621,460,434,326,312,234,26.7,18.7,101,58,21,22,31,13,40,33,71,46,252,280,309,261,85,48,33,32,0.2,0.6,0.8,1803.18,77,9.7,116.3,19.3,0.43,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1987,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",625000,"93-05-21","Canton","MA","USA","USA",74,190,2010,2,47,"L","Rooney","Kevin","C",4,0,0,0,0,0,-3,-0.7,4,56,2445,40.8,10.18,10.19,20.4,0,0,0.826,826,0,5.89,0,-4,-5.89,5,5,4,2,2,2,0.1,0,0,0,0,47.5,37.3,0,4,4,8,-4,2,1,0,1,1,0,1,2.9,10,17,10,17,37,96.4,1,7,7,7,2,3,1,2,6,9,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,1,2,1,-1,-1,2,0,0,0,0,24,34,20,32,13,23,0.7,1.6,3,5,0,4,0,1,2,0,2,1,10,18,16,19,4,0,4,6,-0.1,-0.1,-0.2,159.57,9,2,85.3,-0.8,-0.19,"train",TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"135",735000,"92-11-05","Long Beach","CA","USA","USA",71,190,2011,2,47,"L","Nieto","Matt","LW/RW",59,7,6,3,3,13,-12,1.1,8,1213,52834,874,14.83,14.86,26.3,72.2,4.6,0.903,949,1.24,2.88,30,-24,-1.65,129,128,109,85,85,85,8.1,26,5,9,14,27.9,23.7,58.6,41,39,55,-16,24,18,28,34,17,28,34,4.3,2,4,2,4,33.3,0.7,1,0,1,2,0,2,0,2,2,2,1,2,0,1,1,1,0,1,1,0,0,0,1,0,5,1,0,3,20,9,2,6,14,6,2,46,4,7,4,7,3,3.3,4,0,0,0,0,743,791,545,599,393,434,29.7,38.2,86,127,18,42,20,24,26,36,46,60,426,381,252,255,127,102,42,41,-0.3,0.7,0.4,2452.36,83,17.3,105.3,18.2,0.31,"train",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1992,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"136",575000,"90-08-16","Montrose","BC","CAN","CAN",69,176,2010,2,47,"L","Jones","Connor","C/LW",4,0,0,0,0,0,1,-0.6,2,65,2843,47.4,11.85,11.85,21.4,0,5.9,1,1059,1.27,0,100,1,1.27,9,9,3,2,2,2,0.1,0,0,2,2,62.5,54.7,0,13,13,4,9,1,1,2,3,1,2,3,8.3,8,5,8,5,61.5,36.1,4,1,4,2,0,2,1,1,6,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,1,2,1,1,1,0,0,0,0,39,36,26,28,17,18,0.9,1.4,2,4,1,0,1,1,2,3,3,4,20,16,28,18,6,7,1,2,-0.1,0.1,0,173.59,18,15,94.9,0.8,0.2,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1990,8,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"137",640000,"90-06-13","B_rum","INT","NOR","NOR",75,220,2010,2,47,"L","Martinsen","Andreas","LW/C",64,3,4,3,1,7,-14,-10.1,32,955,38220,636.7,9.95,9.95,18.7,70,4.4,0.919,963,0.94,2.64,26.3,-18,-1.7,133,133,105,73,73,73,5.9,19,3,4,7,36.4,32.7,67.4,173,173,63,110,32,11,25,28,11,25,28,4.2,3,1,3,1,75,0.7,1,0,1,1,1,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,4,26,6,0,4,10,4,0,49,13,5,12,3,-8,-9,11,2,0,0,0,447,666,338,491,228,346,16.6,26.9,48,87,10,28,9,29,27,19,36,48,276,291,396,229,81,71,57,32,-0.7,0.3,-0.4,2770.14,235,18,104.9,0.8,0.01,"train",TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1990,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
