DATE,TIME (UTC),ACID,No. A/C,TYPE A/C,ALT,MAJOR CITY,COLOR,Injury Reported,CITY,STATE
10-Jul-11,200,N5486A,1,C210,30,IAD,Green,NO,Washington,District of Columbia
10-Jul-11,343,AAL1619,1,MD81,6000,SAT,Green,NO,San Antonio,Texas
10-Jul-11,346,CPZ5684,1,E145,4000,JAX,Green,NO,Jacksonville,Florida
10-Jul-11,400,AIRMET1091,1,HELO,6000,WI58,Green,NO,Bristol,Wisconsin
10-Jul-11,430,BTA2304,1,E145,4000,OMA,White,NO,Omaha,Nebraska
10-Jul-11,440,SWA3869,1,B737,FL270,PDX,Green,NO,Portland,Oregon
10-Jul-11,445,FFT861,1,A319,8000,PHX,Green,NO,Phoenix,Arizona
10-Jul-11,457,POLICE1 ,1,A109,1000,TUL,Green,NO,Tulsa,Oklahoma
10-Jul-11,528,LN164AL,1,LJ31,12500,EAT,Green,NO,Wenatchee,Washington
10-Jul-11,529,FFT266,1,A319,8000,RAL,Green,NO,Riverside,California
10-Jul-11,915,GLA44,1,B190,6200,BFF,Green,NO,Scottsbluff,Nebraska
10-Jul-11,2344,AWE1632,1,A321,4000,LGA,Green,NO,New York,New York
11-Jul-11,105,LN3PH,1,UNKN,1000,ACY,Green,NO,Atlantic City,New Jersey
11-Jul-11,155,N5486A,1,C210,3000,IAD,Green,NO,Washington,District of Columbia
11-Jul-11,415,JBU359,1,A320,3300,BUR,Green,NO,Burbank ,California
11-Jul-11,415,N95PD,1,B206,UNKN,PNE,Green,NO,Philadelphia,Pennsylvania
11-Jul-11,559,EGF4832,1,E145,2200,BUF,Green,NO,Buffalo,New York
11-Jul-11,2348,MTN129,1,AT72,1200,BQN,Green,NO,Aguadilla,Puerto Rico
12-Jul-11,102,C2140,1,FA20,3000,PWM,Green,NO,Portland,Maine
12-Jul-11,248,COA1676,1,B737,8000,ARD,Green,NO,Yardley,Pennsylvania
12-Jul-11,332,EGF3819,1,C90,7000,ORD,Green,NO,Chicago,Illinois
12-Jul-11,348,LIFEFLT37,1,HELO,6000,SLC,Green,NO,Salt Lake City,Utah
12-Jul-11,348,ATA639,1,B712,1500,BWI,Green,NO,Baltimore,Maryland
12-Jul-11,356,MES2831,1,CRJ9,6000,TUS,Green,NO,Tucson,Arizona
12-Jul-11,403,UAL843J,1,B752,7000,ORD,Green,NO,Chicago,Illinois
12-Jul-11,418,DAL1097,1,B738,27000,PSP,Green,NO,Palm Springs,California
12-Jul-11,420,MES2426,1,CRJ9,1100,ROC,Green,NO,Rochester,New York
12-Jul-11,423,JBU43,1,A320,1000,MCO,Green,NO,Orlando,Florida
12-Jul-11,545,AAY545,1,MD83,25000,DAG,Green,NO,Daggett,California
12-Jul-11,558,AAL1772,1,B752,9000,BOS,Green,NO,Boston,Massachusetts
12-Jul-11,913,TRS328,1,B737,19000,OAK,Green,NO,Oakland,California
12-Jul-11,1137,N7577Z,1,C172,4000,PHX,Green,NO,Phoenix,Arizona
13-Jul-11,202,AWE1723,1,B738,16000,GSO,Green,NO,Greensboro,North Carolina
13-Jul-11,224,N481ER,1,C172,3500,DAB,Green,NO,Daytona Beach,Florida
13-Jul-11,227,CG6514,1,AS65,500,ACY,Green,NO,Atlantic City,New Jersey
13-Jul-11,229,RPA3319,1,E145,6000,CLT,Green,NO,Charlotte ,North Carolina
13-Jul-11,234,CG6590,1,AS65,300,WWD,UNKN,NO,Wildwood,New Jersey
13-Jul-11,237,STATE5,1,UNKN,2300,AGC,Green,NO,Pittsburgh,Pennsylvania
13-Jul-11,240,CHQ5897,1,E145,11000,MSP,Green,NO,Minneapolis,Minnesota
13-Jul-11,254,FDX1647,1,A306,16000,BDL,Green,NO,Windsor Locks,Connecticut
13-Jul-11,258,DAL1519,1,B737,34000,OBK,Green,NO,Northbrook,Illinois
13-Jul-11,300,ASA2143,1,B737,4000,PDX,Green,NO,Portland,Oregon
13-Jul-11,431,SWA3415,1,B737,4000,PIT,Green,NO,Pittsburgh,Pennsylvania
13-Jul-11,506,SKW6458,1,CRJ2,7000,TUS,Green,NO,Tucson,Arizona
14-Jul-11,226,COA1632,1,B737,9000,EWR,Green,NO,Newark,New Jersey
14-Jul-11,235,RPA1716,1,E145,8000,MCI,Green,NO,Kansas City,Missouri
14-Jul-11,253,MES2572,1,CRJ9,6000,BOS,Green,NO,Boston,Massachusetts
14-Jul-11,325,N540BA,1,CL60,3000,MDW,Green,NO,Chicago,Illinois
14-Jul-11,339,SKW5593,1,CRJ7,11000,DEN,Green,NO,Denver,Colorado
14-Jul-11,408,CTL01,1,AC50,2200,MCI,Green ,NO,Kansas City,Missouri
14-Jul-11,413,SURVEY2,1,H2,5500,TUS,Green,NO,Tucson,Arizona
14-Jul-11,433,BTA9124,1,E145,2400,IAD,Green,NO,Washington,District of Columbia
14-Jul-11,435,QXE574,1,DH8D,13000,APA,Green,NO,Denver,Colorado
14-Jul-11,521,FDX1601,1,DC10,13000,TTH,Green,NO,Terre Haute,Indiana
14-Jul-11,550,LN220GS,1,LJ35,1500,BUF,Green,NO,Buffalo,New York
15-Jul-11,140,CXP432,1,B734,8000,MYR,Green,NO,Myrtle Beach,South Carolina
15-Jul-11,209,RPA3116,1,E170,FL270,POU,Green,NO,Poughkeepsie,New York
15-Jul-11,322,AAL590,1,UNKN,2000,PHL,Green,NO,Philadelphia,Pennsylvania
15-Jul-11,404,N3625P,1,C172,3000,CVG,Green,NO,Covington,Kentucky
15-Jul-11,405,AAL1619,1,AT8T,6000,MZB,Green,NO,San Diego,California
15-Jul-11,425,HAWK247,1,T45,800,CRP,Green,NO,Corpus Christi,Texas
15-Jul-11,428,CPA880,1,B77W,12000,FIM,Green,NO,Fillmore,California
15-Jul-11,438,VRD948,1,A319,12000,SFO,Green,NO,San Francisco,California
15-Jul-11,505,ASA478,1,B737,12000,FIM,Green,NO,Fillmore,California
15-Jul-11,707,SWA1933,1,B737,12000,PHX,Green,NO,Phoenix,Arizona
15-Jul-11,741,SKW513K,1,CRJ2,1700,BUR,Green,NO,Burbank ,California
16-Jul-11,115,SWA3564,1,B737,8000,SPA,Green,NO,Spartanburg,South Carolina
16-Jul-11,137,RPA3176,1,E170,FL270,POU,Green,NO,Poughkeepsie,New York
16-Jul-11,143,AWE1978,1,B734,8000,ARD,Green,NO,Yardley,Pennsylvania
16-Jul-11,143,AWE1978,1,B734,8000,ARD,Green,NO,Yardley,Pennsylvania
16-Jul-11,215,SWA935,1,B737,4000,PHL,Green,NO,Philadelphia,Pennsylvania
16-Jul-11,219,AAL252,1,B752,1000,MIA,Green,NO,Miami,Florida
16-Jul-11,220,LN3CF,1,B06,3500,TRL,Green,NO,Terrell,Texas
16-Jul-11,246,EGF4781,1,AT72,4000,DAL,Green,NO,Dallas,Texas
16-Jul-11,310,N5627U,1,P28A,3800,ACT,Green,NO,Waco,Texas
16-Jul-11,313,AAL642,1,MD82,4000,CMH,Purple,NO,Columbus,Ohio
16-Jul-11,315,PDT4217,1,DH8C,3000,HAR,Green,NO,Harrisburg,Pennsylvania
16-Jul-11,405,AAL2039,1,B752,13000,ORD,Red/Green,NO,Chicago,Illinois
16-Jul-11,607,UAL252,1,B752,4000,ORD,Green,NO,Chicago,Illinois
16-Jul-11,630,USC10,1,C208,700,DPA,Green,NO,Chicago,Illinois
16-Jul-11,720,IDAHO17,1,C182,2500,PDX,Green,NO,Portland,Oregon
17-Jul-11,38,PD06,1,B06,500,TPA,Green,NO,Tampa,Florida
17-Jul-11,43,FDX9325,1,DC10,UNKN,BQN,Green,NO,Aguadilla,Puerto Rico
17-Jul-11,203,ASQ5316,1,CRJ2,4300,ROA,Green,NO,Roanoke,Virginia
17-Jul-11,206,BTA2338,1,E145,6000,EWR,Green,NO,Newark,New Jersey
17-Jul-11,210,UCA8736,1,DH8B,1800,PHL,Green,NO,Philadelphia,Pennsylvania
17-Jul-11,335,ASH3757,1,CRJ7,2000,ROC,Green,NO,Rochester,New York
17-Jul-11,343,UCA8640,1,DH8B,4000,SYR,Green,NO,Syracuse,New York
17-Jul-11,632,HAL224,1,B712,3000,HNL,Green,NO,Honolulu,Hawaii
17-Jul-11,652,HAL36,1,B763,7500,PHX,Green,NO,Phoenix,Arizona
17-Jul-11,707,IDAHO12,1,C172,3000,PDX,Green,NO,Portland,Oregon
17-Jul-11,916,UNKN,1,UNKN,UNKN,PIT,Green,NO,Pittsburgh,Pennsylvania
18-Jul-11,125,N800J,1,GL4,2000,TTN,Green,NO,Trenton,New Jersey
18-Jul-11,135,RPA3298,1,E170,FL200,PTW,Green,NO,Pottstown,Pennsylvania
18-Jul-11,200,ASQ4894,1,CRJ7,2000,ALB,Green,NO,Albany,New York
18-Jul-11,200,WIG7306,1,C208,2000,ALB,Green,NO,Albany,New York
18-Jul-11,208,LAC5633,1,C130,4500,CHA,Green,NO,Chattanooga,Tennessee
18-Jul-11,228,EGF4553,1,E135,5000,BOS,Green,NO,Boston,Massachusetts
18-Jul-11,336,COA858,1,B738,FL190,PTW,Green,NO,Pottstown,Pennsylvania
18-Jul-11,440,BTA3070,1,E145,FL240,LYH,Green,NO,Lynchburg,Virginia
18-Jul-11,500,N95PD,1,B206,UNKN,PNE,Green,NO,Philadelphia,Pennsylvania
18-Jul-11,505,UNKN,1,PD4,1500,SAT,Green,NO,San Antonio,Texas
18-Jul-11,515,SWA527,1,B733,2500,BUR,Green,NO,Burbank ,California
18-Jul-11,530,QXE78,1,DH8D,8000,SNS,Green,NO,Salinas,California
18-Jul-11,635,N312MS,1,EC35,2800,GEG,Green,NO,Spokane,Washington
18-Jul-11,642,FDX15,1,MD11,FL360,OMA,Green,NO,Omaha,Nebraska
18-Jul-11,1025,UTAH61,1,K35R,13000,SLC,Green,NO,Salt Lake City,Utah
19-Jul-11,116,MYR5,1,R44,1000,MYR,Green,NO,Myrtle Beach,South Carolina
19-Jul-11,136,MUSL3,1,UH1,1000,DCA,Green,NO,Washington,District of Columbia
19-Jul-11,241,AAL597,1,MD82,17000,CWK,Green,NO,Austin,Texas
19-Jul-11,250,NKS126,1,A320,8000,MYR,Green,NO,Myrtle Beach,South Carolina
19-Jul-11,358,N541ER,1,C172,7000,SDL,Green,NO,Scottsdale,Arizona
19-Jul-11,452,N6628Y,1,BE76,7000,ORL,Green,NO,Orlando,Florida
19-Jul-11,505,SWA527,1,B737,10500,PMD,Green,NO,Palmdale,California
19-Jul-11,534,SKW5646,1,CRJ2,2000,PDX,Green,NO,Portland,Oregon
19-Jul-11,706,COA1531,1,B738,14000,SEA,Green,NO,Seattle,Washington
19-Jul-11,1630,UHAUL99,1,C5,2700,SAT,White,NO,San Antonio,Texas
20-Jul-11,206,N888GC,1,R22,1600,CHO,Green,NO,Charlottesville,Virginia
20-Jul-11,230,LG07182,1,HELO,1500,79PN,Green,NO,Danville,Pennsylvania
20-Jul-11,310,UNKN,1,BE9L,800,CRP,Green,NO,Corpus Christi,Texas
20-Jul-11,350,EGF3301,1,E145,FL310,MLC,Green,NO,Mc Alester,Oklahoma
21-Jul-11,145,AWI3834,1,CRJ2,4000,PHL,Green,NO,Philadelphia,Pennsylvania
21-Jul-11,145,AWE1290,1,UNKN,2100,PHL,Green,NO,Philadelphia,Pennsylvania
21-Jul-11,250,ASQ5222,1,CRJ9,14000,PTK,UNKN,NO,Pontiac,Michigan
21-Jul-11,302,N55EA,1,C560,10000,CEW,Green,NO,Crestview,Florida
21-Jul-11,305,N733GB,1,C172,2000,CEW,Green,NO,Crestview,Florida
21-Jul-11,412,SWA734,1,B733,2000,IND,Red,NO,Indianapolis,Indiana
21-Jul-11,423,QXE534,1,DH8D,1000,SEA,Red,NO,Seattle,Washington
21-Jul-11,513,UPS983,1,B757,12000,ONT,Green,NO,Ontario,California
22-Jul-11,127,BTA3062,1,E145,7000,SAX,Green,NO,Sparta,New Jersey
22-Jul-11,133,CJC3309,1,DH8D,6000,SAX,Green,NO,Sparta,New Jersey
22-Jul-11,210,LOF3332,1,E145,UNKN,IAD,Green,NO,Washington,District of Columbia
22-Jul-11,227,NKS548,1,A319,5000,MYR,Green,NO,Myrtle Beach,South Carolina
22-Jul-11,335,FLG4084,1,CRJ2,2600,ITH,Green,NO,Ithaca,New York
22-Jul-11,410,SKW545E,1,CRJ7,FL210,ASE,Green,NO,Aspen,Colorado
22-Jul-11,445,RPA1860,1,E170,13000,DEN,Green,NO,Denver,Colorado
22-Jul-11,510,N1933F,1,SR22,3300,MOD,Green,NO,Modesto,California
22-Jul-11,655,UAL517T,1,B752,15500,PXN,Green,NO,Panoche,California
23-Jul-11,230,AAL1295,1,B737,2500,SJU,Green,NO,San Juan,Puerto Rico
23-Jul-11,257,BTA2009,1,E145,15000,BTR,Green,NO,Baton Rouge,Louisiana
23-Jul-11,300,BTA6043,1,E145,6000,VBT,Green,NO,Bentonville,Arkansas
23-Jul-11,310,EGF3850,1,CRJ7,4000,VBT,Green,NO,Bentonville,Arkansas
23-Jul-11,311,SWA1302,1,B737,4000,BHM,Green,NO,Birmingham,Alabama
23-Jul-11,325,DAL1822,1,DC95,5000,BOS,Green,NO,Boston,Massachusetts
23-Jul-11,410,ASQ5081,1,CRJ2,2000,BTR,Green,NO,Baton Rouge,Louisiana
23-Jul-11,412,N225WM,1,R22,5100,SLC,Green,NO,Salt Lake City,Utah
23-Jul-11,428,N177CA,1,C172,1000,EFD,Green,NO,Houston,Texas
23-Jul-11,450,N2466D,1,PA38,5500,MOD,Green,NO,Modesto,California
23-Jul-11,550,SWA894,1,B733,5000,OAK,Green,NO,Oakland,California
24-Jul-11,150,TRS14,1,B737,10000,MMJ,Green,NO,Pittsburgh,Pennsylvania
24-Jul-11,224,RPA3332,1,E170,2200,CLE,Green,NO,Cleveland,Ohio
24-Jul-11,225,SWA1553,1,B737,4000,HOU,Green,NO,Houston,Texas
24-Jul-11,255,EMD12,1,AS50,1500,VBT,Green,NO,Bentonville,Arkansas
24-Jul-11,256,BTA6043,1,E145,UNKN,VBT,Green,NO,Bentonville,Arkansas
24-Jul-11,317,UNKN,1,UNKN,500,DAB,Green,NO,Daytona Beach,Florida
24-Jul-11,331,ASQ5705,1,CRJ2,2000,SYR,Green,NO,Syracuse,New York
24-Jul-11,345,COA1723,1,B738,2800,SJU,Green,NO,San Juan,Puerto Rico
25-Jul-11,103,N493ER,1,C172,3000,OMN,Green,NO,Ormond Beach,Florida
25-Jul-11,145,N94156,1,C172,2500,LNS,Green,NO,Lancaster,Pennsylvania
25-Jul-11,205,WWI91,1,LJ60,1000,TEB,Green,NO,Teterboro,New Jersey
25-Jul-11,215,MRA688,1,C208,4000,CAE,Green,NO,Columbia,South Carolina
25-Jul-11,240,BTA5829,1,E145,6000,MDW,Green,NO,Chicago,Illinois
25-Jul-11,543,SWA288,1,B733,5000,SJC,Green,NO,San Jose,California
26-Jul-11,55,RPA3182,1,E170,5000,CLT,Green,NO,Charlotte,North Carolina
26-Jul-11,115,RPA3339,1,E175,2200,PHL,Green,NO,Philadelphia,Pennsylvania
26-Jul-11,200,DAL73,1,B752,13000,JFK,Green,NO,New York,New York
26-Jul-11,205,UNKN,1,T34P,1600,CRP,Green,NO,Corpus Christi,Texas
26-Jul-11,257,MTN7305,1,C208,3300,BWI,Green,NO,Baltimore,Maryland
26-Jul-11,305,EGF4308,1,UNKN,3500,BNA,Green,NO,Nashville,Tennessee
26-Jul-11,325,USC142,1,PA31,1700,BOS,Green,NO,Boston,Massachusetts
26-Jul-11,357,SKW4496,1,CRJ2,6400,SLC,Green,NO,Salt Lake City,Utah
26-Jul-11,402,FFT412,1,A319,FL180,DEN,Green,NO,Denver,Colorado
26-Jul-11,455,AAL181,1,B762,2000,LAX,Green,NO,Los Angeles,California
26-Jul-11,500,SKW5491,1,E120,11000,SFO,Green,NO,San Francisco,California
26-Jul-11,553,TRS891,1,B737,2800,LAX,Green,NO,Los Angeles,California
26-Jul-11,614,HAL368,1,B712,610,OGG,Green,NO,Kahului,Hawaii
27-Jul-11,59,OPT442,1,BE40,3500,MYR,Green,NO,Myrtle Beach,South Carolina
27-Jul-11,110,NKS350,1,A320,2200,MYR,Green,NO,Myrtle Beach,South Carolina
27-Jul-11,137,TCF5929,1,E145,1800,DCA,Green,NO,Washington,District of Columbia
27-Jul-11,142,VVAD352,1,UNKN,2000,NTU,Green,NO,Virginia Beach,Virginia
27-Jul-11,155,FDX1319,1,B722,11000,RIC,Green,NO,Richmond,Virginia
27-Jul-11,159,TEAM38,1,DC10,6000,SIE,Green,NO,Sea Isle,New Jersey
27-Jul-11,208,G706,1,T34P,1500,CRP,Green,NO,Corpus Christi,Texas
27-Jul-11,210,G95600,1,AH64,3300,JST,Green,NO,Johnstown,Pennsylvania
27-Jul-11,215,POLICE HEL,1,UNKN,600,PHL,Green,NO,Philadelphia,Pennsylvania
27-Jul-11,241,NKS126,1,A320,5000,MYR,Green,NO,Myrtle Beach,South Carolina
27-Jul-11,300,SWA2787,1,B737,6700,SAT,Green,NO,San Antonio,Texas
27-Jul-11,310,MDS211,1,SW4,9000,ELP,Green,NO,El Paso,Texas
27-Jul-11,417,SWA1101,1,B737,11000,DEN,Green,NO,Denver,Colorado
27-Jul-11,449,EGF3243,1,E135,10000,TVR,Green,NO,Tallulah/Vicksburg,Louisiana
27-Jul-11,748,UAL486,1,A320,5500,SFO,Green,NO,San Francisco,California
28-Jul-11,45,AAL2468,1,MD83,3000,DFW,Green,NO,Dallas-Fort Worth,Texas
28-Jul-11,140,NKS123,1,A320,2000,MYR,White,NO,Myrtle Beach,South Carolina
28-Jul-11,140,CG6507,1,HH65,1000,26N,Green,NO,Ocean City,New Jersey
28-Jul-11,150,TALON24,1,P3,2000,JAX,Green,NO,Jacksonville,Florida
28-Jul-11,215,CENTRAL6,1,EC35,1200,ROC,Green,NO,Rochester,New York
28-Jul-11,215,TACAIR2,1,Police Helo,800,PHL,Green,NO,Philadelphia,Pennsylvania
28-Jul-11,220,NKT421,1,C310,2500,BFA,Green,NO,Boyne Falls,Michigan
28-Jul-11,240,ASQ4894,1,CRJ9,1900,ALB,Green,NO,Albany,New York
28-Jul-11,241,NKS268,1,A319,8000,WWD,Green,NO,Wildwood,New Jersey
28-Jul-11,325,SKW4622,1,CRJ2,7500,RAP,UNKN,NO,Rapid City,South Dakota
28-Jul-11,340,JBU399,1,A320,FL180,OMN,Green,NO,Ormond Beach,Florida
28-Jul-11,438,SWA1078,1,B737,6000,VNY,Green,NO,Van Nuys,California
28-Jul-11,440,BTA6132,1,E45X,13000,DEN,Green,NO,Denver,Colorado
28-Jul-11,447,N452ER,1,C172,1200,DAB,Green,NO,Daytona Beach,Florida
28-Jul-11,525,PAWN13,1,K35R,FL190,DRK,Green,NO,Prescott,Arizona
29-Jul-11,0,SBS2111,1,DH60,1000,STT,Green,NO,Charlotte Amalie,Virgin Islands
29-Jul-11,120,SWA1755,1,B737,8000,PHL,Green,NO,Philadelphia,Pennsylvania
29-Jul-11,127,VALOR31,1,TEX2,2000,MYR,Green,NO,Myrtle Beach,South Carolina
29-Jul-11,133,VALOR31,1,TEX2,1500,MYR,Green,NO,Myrtle Beach,South Carolina
29-Jul-11,234,RPA3180,1,E170,8000,PNE,Green,NO,Philadelphia,Pennsylvania
29-Jul-11,258,N56297,1,PA23,UNKN,MYR,Green,NO,Myrtle Beach,South Carolina
29-Jul-11,326,AWI3734,1,CRJ2,9000,BGM,Green,NO,Binghamton,New York
29-Jul-11,326,CTL15,1,AC50,4700,I68,Red,NO,Lebanon,Ohio
29-Jul-11,333,SWA1799,1,B733,12000,TUS,Green,NO,Tucson,Arizona
29-Jul-11,358,CG6590,1,AS65,700,WWD,Green,NO,Wildwood,New Jersey
29-Jul-11,425,FDX1365,1,DC10,16500,FUZ,Green,NO,Dallas-Fort Worth,Texas
29-Jul-11,512,CCI739,1,B722,UNKN,TOL,Green,NO,Toledo,Ohio
29-Jul-11,536,UNKN,1,B722,1400,MGJ,Green,NO,Montgomery,New York
29-Jul-11,536,SAN PD,1, HELO,1400,SNA,Green,NO,Santa Ana,California
29-Jul-11,828,TFF34,1,E135,10000,PMD,Green,NO,Palmdale,California
29-Jul-11,2215,ASQ5298,1,CRJ2,8500,CHA,Green,NO,Chattanooga,Tennessee
30-Jul-11,105,JIA324,1,CRJ7,4300,CLT,Green,NO,Charlotte,North Carolina
30-Jul-11,248,N333LF,1,BK17,2000,AVP,Green,NO,Wilkes-Barre/Scranton,Pennsylvania
30-Jul-11,305,ROVE24,1,TEX2,8500,GJT,Green,NO,Grand Junction,Colorado
30-Jul-11,307,DAL1028,1,A320,3000,EWR,Green,NO,Newark,New Jersey
30-Jul-11,316,CPZ5804,1,E170,6500,DCA,Green,NO,Washington,District of Columbia
30-Jul-11,318,N7RV,1,C182,2000,ART,Green,NO,Watertown,New York
30-Jul-11,337,N9285M,1,PA28,7000,APA,Green,NO,Denver,Colorado
30-Jul-11,348,AAL32,1,B762,FL190,JFK,Green,NO,New York,New York
30-Jul-11,405,SWA1005,1,B733,FL250,CYS,Green,NO,Cheyenne,Wyoming
30-Jul-11,414,SWA1267,1,B737,11000,SJC,Green,NO,San Jose,California
30-Jul-11,432,AAY427,1,MD83,4000,LAS,Green,NO,Las Vegas,Nevada
30-Jul-11,455,CXP432,1,B734,3000,MYR,Green,NO,Myrtle Beach,South Carolina
30-Jul-11,517,TRS608,1,B737,1600,SFO,Green,NO,San Francisco,California
30-Jul-11,548,ASA221,1,B734,FL340,OED,Green,NO,Medford,Oregon
31-Jul-11,130,AWE98,1,A320,1500,PHL,Green,NO,Philadelphia,Pennsylvania
31-Jul-11,133,AWE1988,1,E190,1500,PHL,Green,NO,Philadelphia,Pennsylvania
31-Jul-11,140,AWE1097,1,E190,1500,PHL,Green,NO,Philadelphia,Pennsylvania
31-Jul-11,143,AWE87,1,A319,1500,PHL,Green,NO,Philadelphia,Pennsylvania
31-Jul-11,155,BTA2033,1,E145,3000,CLE,Green,NO,Cleveland,Ohio
31-Jul-11,231,PDT4235,1,DH8A,2300,MDT,Green,NO,Harrisburg,Pennsylvania
31-Jul-11,440,N974TA,1,C172,2600,SBA,Green,NO,Santa Barbara,California
31-Jul-11,614,DAL2371,1,MD90,FL200,SMF,Green,NO,Sacramento,California
01-Aug-11,119,FIV406,1,C525,10000,N87,Green,NO,Trenton-Robbinsville,New Jersey
01-Aug-11,130,AWE98,1,A320,1500,PHL,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,133,AWE1988,1,E190,1500,PHL,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,140,AWE1097,1,E190,1500,PHL,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,143,AWE87,1,A319,1500,PHL,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,150,AWE87,1,A320,6000,PHL,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,155,BTA2033,1,E145,3000,CLE,Green,NO,Cleveland,Ohio
01-Aug-11,215,PDT4112,1,DH8A,7000,PHL,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,215,CJC4882,1,DH8D,11000,PHL,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,216,UAL828,1,A320,FL350,CXR,Green,NO,Chardon,Ohio
01-Aug-11,226,AWE1760,1,B734,3000,BDL,Green,NO,Windsor Locks,Connecticut
01-Aug-11,231,PDT4235,1,DH8A,2300,MDT,Green,NO,Harrisburg,Pennsylvania
01-Aug-11,240,RPA3194,1,E170,13000,ACY,Green,NO,Atlantic City,New Jersey
01-Aug-11,320,N94PD,1,B206,UNKN,PNE,Green,NO,Philadelphia,Pennsylvania
01-Aug-11,426,SWA747,1,B737,11000,BDL,Green,NO,Windsor Locks,Connecticut
01-Aug-11,430,UAL723T,1,B752,15500,MCE,Green,NO,Merced ,California
01-Aug-11,440,N974TA,1,C172,2600,SBA,Green,NO,Santa Barbara,California
01-Aug-11,522,COA1426,1,B738,11000,PDX,Green,NO,Portland,Oregon
01-Aug-11,522,N9774V,1,C172,4500,THV,Green,NO,York,Pennsylvania
01-Aug-11,548,SW3314,1,B733,3500,SAN,Green,NO,San Diego,California
01-Aug-11,614,DAL2371,1,MD90,FL200,SMF,Green,NO,Sacramento,California
01-Aug-11,650,SGB5873,1,B737,UNKN,MYR,Green,NO,Myrtle Beach,South Carolina
02-Aug-11,105,NKS350,1,A320,UNKN,MYR,Green,NO,Myrtle Beach,South Carolina
02-Aug-11,139,RPA3340,1,E170,1500,PHL,Green,NO,Philadelphia,Pennsylvania
02-Aug-11,304,AWE1491,1,A321,18000,CAE,Green,NO,Columbia,South Carolina
02-Aug-11,309,N28679,1,P28A,2000,ILM,Green,NO,Wilmington,North Carolina
02-Aug-11,312,NKS548,1,A319,2000,MYR,Green,NO,Myrtle Beach,South Carolina
02-Aug-11,314,N50391,1,C172,UNKN,MYR,Green,NO,Myrtle Beach,South Carolina
02-Aug-11,450,N25790,1,PA32,2200,FAT,Green,NO,Fresno,California
02-Aug-11,520,N416PA,1,UNKN,2500,IWA,Green,NO,Phoenix,Arizona
02-Aug-11,529,SWA3237,1,B737,16000,DEN,Green,NO,Denver,Colorado
02-Aug-11,605,UAL483T,1,B752,FL210,PDX,Green,NO,Portland,Oregon
03-Aug-11,10,VVAD135,1,F18,500,NTU,Green,NO,Virginia Beach,Virginia
03-Aug-11,140,SWA3598,1,B737,7000,GON,Green,NO,Groton,Connecticut
03-Aug-11,150,N1083J,1,S108,2500,W17,Green,NO,Knightdale,North Carolina
03-Aug-11,239,NKS548,1,A319,2000,MYR,Green,NO,Myrtle Beach,South Carolina
03-Aug-11,320,SKW6277,1,CRJ2,7000,OBK,Green,NO,Northbrook,Illinois
03-Aug-11,342,N7440E,1,C210,6500,SLC,Green,NO,Salt Lake City,Utah
03-Aug-11,410,CG1712,1,C130,400,MHR,Green,NO,Sacramento,California
03-Aug-11,448,EGF2118,1,E145,6000,HOU,Green,NO,Houston,Texas
03-Aug-11,452,COA1736,1,B753,7500,HOU,Green,NO,Houston,Texas
03-Aug-11,612,N2163N,1,PA44,7500,PSC,Green,NO,Pasco,Washington
03-Aug-11,653,UAL429,1,A319,17000,OAK,Green,NO,Oakland,California
03-Aug-11,710,INSANE1,1,A10,6500,TUS,Green,NO,Tucson,Arizona
03-Aug-11,714,CTL14,1,AC50,4000,GSO,Green,NO,Greensboro,North Carolina
03-Aug-11,941,NKS632,1,A319,2000,FLL,Green,NO,Fort Lauderdale,Florida
04-Aug-11,200,VVAD225,1,F18,2000,NTU,Green,NO,Virginia Beach,Virginia
04-Aug-11,229,AAY9417,1,MD83,1200,MYR,Green,NO,Myrtle Beach,South Carolina
04-Aug-11,300,UPS1139,1,B752,8000,PTW,Green,NO,Pottstown,Pennsylvania
04-Aug-11,338,TEAM03,1,DC10,3000,ACY,Green,NO,Atlantic City,New Jersey
04-Aug-11,355,GLA71M,1,B190,10000,PGA,Green,NO,Page,Arizona
04-Aug-11,448,UAL380,1,B773,1500,SFO,Green,NO,San Francisco,California
04-Aug-11,552,POLICE24,1,B06,900,LGB,Green,NO,Long Beach,California
04-Aug-11,623,UAL657,1,A319,9000,SJC,Green,NO,San Jose,California
04-Aug-11,938,FDX1732,1,A306,10000,IAH,Green,NO,Houston,Texas
05-Aug-11,130,AAL785,1,MD10,3000,ADS,Green,NO,Dallas,Texas
05-Aug-11,149,BTA2710,1,E145,6400,39N,Green,NO,Princeton/Rocky Hill, New Jersey
05-Aug-11,153,N537HF,1,C172,7500,OMN,Green,NO,Ormond Beach,Florida
05-Aug-11,234,TRS385,1,B733,13000,MCO,Green,NO,Orlando,Florida
05-Aug-11,237,EGF2984,1,E135,3000,CSG,Red,NO,Columbus,Georgia
05-Aug-11,237,N500PC,1,GLF4,13000,IGN,Green,NO,Kingston,New York
